unit,cycle,setting_1,setting_2,setting_3,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21
1,11,42.0037,0.8411,100.0,445.0,549.44,1350.99,1130.52,3.91,5.71,138.05,2211.84,8322.95,1.02,42.2,130.95,2387.93,8077.73,9.3525,0.02,331,2212,100.0,10.71,6.3844
1,12,35.0079,0.8401,100.0,449.44,555.46,1369.32,1138.86,5.48,8.0,194.72,2222.9,8350.79,1.02,42.07,183.17,2388.0,8068.37,9.3565,0.02,334,2223,100.0,14.96,8.9409
1,13,10.0026,0.2508,100.0,489.05,604.49,1494.73,1309.18,10.52,15.5,393.93,2318.96,8775.84,1.26,45.3,371.22,2388.18,8126.85,8.653,0.03,371,2319,100.0,28.5,16.9944
1,14,20.0028,0.7,100.0,491.19,607.35,1485.44,1260.96,9.35,13.66,333.79,2323.98,8723.98,1.08,44.46,314.58,2388.12,8061.87,9.2266,0.02,365,2324,100.0,24.51,14.6704
1,15,24.9993,0.62,60.0,462.54,536.99,1260.35,1050.7,7.05,9.03,175.31,1915.33,8008.39,0.94,36.76,164.83,2028.25,7873.43,10.8751,0.02,307,1915,84.93,14.08,8.583
1,16,10.0018,0.25,100.0,489.05,605.15,1500.54,1314.09,10.52,15.49,393.91,2318.92,8774.44,1.26,45.49,371.64,2388.14,8130.7,8.6616,0.03,371,2319,100.0,28.56,17.0722
1,17,42.0017,0.8401,100.0,445.0,549.76,1356.32,1129.42,3.91,5.72,139.7,2211.89,8325.52,1.02,42.08,130.94,2387.93,8085.49,9.3836,0.02,332,2212,100.0,10.67,6.3263
1,18,0.0017,0.0005,100.0,518.67,642.79,1589.81,1406.09,14.62,21.61,552.84,2388.09,9057.4,1.3,47.52,520.89,2388.08,8132.56,8.4516,0.03,393,2388,100.0,38.76,23.2635
1,19,25.0056,0.6215,60.0,462.54,536.25,1259.9,1046.52,7.05,9.03,175.32,1915.32,8006.86,0.94,36.74,164.65,2028.24,7875.07,10.8893,0.02,308,1915,84.93,14.28,8.5118
1,20,25.0046,0.62,60.0,462.54,537.32,1264.36,1056.65,7.05,9.03,175.98,1915.38,8014.63,0.94,36.92,164.71,2028.27,7870.66,10.9349,0.02,307,1915,84.93,14.31,8.6103
1,21,0.0024,0.0,100.0,518.67,643.02,1591.57,1409.75,14.62,21.61,553.07,2388.14,9050.49,1.3,47.64,521.45,2388.16,8133.31,8.4436,0.03,393,2388,100.0,38.75,23.2513
1,22,42.0022,0.84,100.0,445.0,550.02,1355.13,1123.27,3.91,5.71,139.13,2211.84,8326.46,1.02,42.12,130.72,2387.96,8082.92,9.3836,0.02,330,2212,100.0,10.6,6.3249
1,23,34.9993,0.84,100.0,449.44,555.92,1372.24,1129.11,5.48,8.0,195.04,2222.98,8346.93,1.02,41.95,182.87,2388.02,8070.75,9.349,0.02,335,2223,100.0,14.84,8.9261
1,24,0.0024,0.0,100.0,518.67,642.54,1594.46,1403.42,14.62,21.61,553.14,2388.14,9061.63,1.3,47.55,521.35,2388.07,8136.38,8.4566,0.03,393,2388,100.0,38.84,23.2044
1,25,20.0009,0.7013,100.0,491.19,607.48,1483.32,1251.34,9.35,13.65,334.95,2324.01,8730.45,1.08,44.41,315.39,2388.16,8062.7,9.2703,0.02,364,2324,100.0,24.5,14.6349
1,26,35.0049,0.84,100.0,449.44,555.73,1369.96,1132.23,5.48,8.0,193.92,2222.93,8348.95,1.02,42.13,182.8,2388.06,8065.92,9.3517,0.02,334,2223,100.0,14.93,8.8634
1,27,20.0052,0.701,100.0,491.19,607.47,1482.68,1254.43,9.35,13.66,334.17,2323.98,8724.48,1.08,44.36,315.02,2388.12,8058.1,9.2214,0.03,366,2324,100.0,24.37,14.6217
1,28,25.005,0.62,60.0,462.54,537.34,1254.08,1047.53,7.05,9.03,176.0,1915.37,8008.84,0.94,36.91,164.13,2028.25,7875.47,10.9344,0.02,308,1915,84.93,14.3,8.5369
1,29,0.0009,0.0,100.0,518.67,642.46,1595.62,1413.98,14.62,21.61,552.93,2388.1,9062.27,1.3,47.64,522.06,2388.12,8136.83,8.4349,0.03,394,2388,100.0,38.77,23.3134
1,30,24.9988,0.62,60.0,462.54,536.48,1265.12,1057.01,7.05,9.02,175.22,1915.31,8012.16,0.94,36.89,164.95,2028.19,7870.24,10.912,0.02,307,1915,84.93,14.13,8.5503
1,31,42.0001,0.84,100.0,445.0,550.03,1354.01,1133.97,3.91,5.71,138.29,2211.83,8324.5,1.02,42.04,130.43,2387.89,8087.35,9.3729,0.02,330,2212,100.0,10.56,6.3264
1,32,0.0019,0.0005,100.0,518.67,642.56,1590.97,1414.82,14.62,21.61,553.11,2388.09,9057.0,1.3,47.49,521.45,2388.11,8141.78,8.4757,0.03,395,2388,100.0,38.73,23.121
1,33,0.002,0.0,100.0,518.67,642.33,1590.74,1411.02,14.62,21.61,553.23,2388.12,9057.38,1.3,47.55,521.22,2388.11,8141.27,8.4274,0.03,394,2388,100.0,38.6,23.3193
1,34,10.0031,0.25,100.0,489.05,605.0,1499.16,1313.42,10.52,15.49,394.46,2318.95,8782.01,1.26,45.69,371.18,2388.15,8128.5,8.6965,0.03,370,2319,100.0,28.49,17.1202
1,35,0.0013,0.0014,100.0,518.67,642.93,1597.12,1411.75,14.62,21.61,553.22,2388.16,9060.42,1.3,47.55,521.46,2388.13,8131.32,8.4514,0.03,393,2388,100.0,38.67,23.2837
1,36,0.0014,0.0,100.0,518.67,642.42,1594.06,1415.32,14.62,21.61,553.64,2388.14,9067.45,1.3,47.49,521.37,2388.1,8134.41,8.4125,0.03,394,2388,100.0,38.86,23.2838
1,37,0.0024,0.0019,100.0,518.67,643.15,1592.16,1410.72,14.62,21.61,552.88,2388.12,9058.63,1.3,47.6,521.27,2388.12,8138.5,8.4542,0.03,393,2388,100.0,38.59,23.2639
1,38,42.003,0.8412,100.0,445.0,549.47,1352.71,1124.93,3.91,5.72,139.07,2211.85,8315.92,1.02,42.22,130.53,2387.95,8082.33,9.3941,0.02,330,2212,100.0,10.61,6.2446
1,39,35.0003,0.84,100.0,449.44,556.39,1372.36,1133.3,5.48,8.0,194.76,2222.97,8352.88,1.02,42.11,183.43,2388.11,8064.69,9.3429,0.02,335,2223,100.0,14.84,8.9854
1,40,19.9995,0.7,100.0,491.19,607.87,1493.56,1253.69,9.35,13.65,334.4,2323.99,8725.2,1.08,44.47,314.74,2388.14,8062.06,9.2509,0.03,366,2324,100.0,24.34,14.6731
1,41,41.9992,0.84,100.0,445.0,549.58,1356.87,1133.73,3.91,5.72,138.96,2211.87,8319.34,1.02,41.99,130.96,2387.96,8088.31,9.3976,0.02,331,2212,100.0,10.54,6.2856
1,42,20.001,0.7002,100.0,491.19,607.52,1486.8,1250.03,9.35,13.65,334.31,2324.01,8729.98,1.07,44.33,314.53,2388.07,8062.7,9.2583,0.02,366,2324,100.0,24.33,14.6346
1,43,10.0025,0.2516,100.0,489.05,604.95,1490.39,1316.73,10.52,15.5,394.11,2318.96,8784.62,1.26,45.42,371.4,2388.16,8129.96,8.6758,0.03,370,2319,100.0,28.55,17.1239
1,44,0.0027,0.0018,100.0,518.67,642.8,1595.54,1413.68,14.62,21.61,552.82,2388.12,9065.41,1.3,47.49,521.9,2388.05,8134.09,8.4282,0.03,392,2388,100.0,38.62,23.2771
1,45,42.0052,0.841,100.0,445.0,549.57,1359.4,1127.88,3.91,5.72,138.45,2211.86,8323.88,1.02,42.14,130.61,2388.0,8084.81,9.3614,0.02,331,2212,100.0,10.75,6.2959
1,46,10.0008,0.2504,100.0,489.05,605.13,1508.48,1314.33,10.52,15.49,394.14,2318.99,8783.42,1.26,45.63,370.83,2388.23,8129.22,8.6575,0.03,370,2319,100.0,28.41,17.1114
1,47,10.0004,0.25,100.0,489.05,605.25,1508.53,1313.7,10.52,15.5,394.39,2318.98,8780.27,1.26,45.6,371.43,2388.22,8132.76,8.6467,0.03,369,2319,100.0,28.52,17.1217
1,48,42.0046,0.84,100.0,445.0,550.49,1348.83,1133.21,3.91,5.71,138.47,2211.86,8320.27,1.02,42.19,130.59,2387.97,8085.82,9.3684,0.02,332,2212,100.0,10.64,6.3635
1,49,20.004,0.7,100.0,491.19,607.79,1493.08,1256.43,9.35,13.66,334.54,2323.96,8728.78,1.08,44.49,314.81,2388.16,8062.32,9.2543,0.02,367,2324,100.0,24.63,14.6501
1,50,42.0023,0.8407,100.0,445.0,549.25,1352.63,1128.18,3.91,5.72,138.23,2211.9,8317.56,1.02,42.27,130.78,2387.92,8082.94,9.3993,0.02,331,2212,100.0,10.54,6.2681
1,51,0.0019,0.0,100.0,518.67,642.67,1587.79,1408.25,14.62,21.61,552.7,2388.08,9057.83,1.3,47.51,521.65,2388.16,8139.01,8.4505,0.03,394,2388,100.0,38.71,23.2463
1,52,41.9995,0.84,100.0,445.0,550.08,1355.53,1129.19,3.91,5.72,139.13,2211.85,8318.2,1.02,42.15,130.6,2387.97,8084.62,9.3794,0.02,332,2212,100.0,10.53,6.271
1,53,25.0068,0.6208,60.0,462.54,537.22,1259.77,1062.18,7.05,9.03,175.16,1915.36,8015.47,0.94,37.04,164.52,2028.27,7876.5,10.9273,0.02,309,1915,84.93,14.34,8.5385
1,54,0.0028,0.0,100.0,518.67,642.28,1590.87,1411.06,14.62,21.61,552.87,2388.1,9070.11,1.3,47.68,521.29,2388.13,8137.61,8.4328,0.03,394,2388,100.0,38.66,23.2864
1,55,25.0009,0.6216,60.0,462.54,537.05,1259.42,1050.27,7.05,9.03,175.13,1915.33,8012.43,0.94,36.96,164.6,2028.24,7876.84,10.8917,0.02,308,1915,84.93,14.3,8.6197
1,56,20.0034,0.7,100.0,491.19,607.69,1483.37,1253.3,9.35,13.66,333.9,2324.0,8729.93,1.07,44.41,315.28,2388.14,8064.39,9.2229,0.02,365,2324,100.0,24.34,14.6595
1,57,42.0008,0.8402,100.0,445.0,549.09,1350.23,1125.94,3.91,5.71,138.81,2211.96,8328.03,1.02,42.19,131.0,2387.99,8087.06,9.3981,0.02,332,2212,100.0,10.69,6.3775
1,58,35.0056,0.8407,100.0,449.44,555.75,1368.54,1131.71,5.48,8.0,194.99,2222.94,8354.51,1.02,42.17,183.12,2388.05,8070.15,9.3354,0.02,334,2223,100.0,14.99,8.8549
1,59,20.0064,0.7,100.0,491.19,607.39,1488.06,1251.83,9.35,13.66,333.67,2324.05,8730.86,1.08,44.39,315.11,2388.18,8071.3,9.2279,0.02,365,2324,100.0,24.45,14.7504
1,60,41.9998,0.8412,100.0,445.0,549.79,1354.88,1134.87,3.91,5.72,138.99,2211.85,8325.72,1.02,42.19,130.58,2388.04,8090.56,9.365,0.02,333,2212,100.0,10.53,6.2751
1,61,20.0002,0.7013,100.0,491.19,607.5,1482.03,1252.62,9.35,13.66,334.1,2324.0,8727.82,1.08,44.51,314.34,2388.14,8058.99,9.2566,0.03,365,2324,100.0,24.45,14.6278
1,62,0.0007,0.0003,100.0,518.67,642.61,1590.15,1409.71,14.62,21.61,553.29,2388.15,9063.97,1.3,47.65,521.12,2388.13,8130.51,8.4008,0.03,393,2388,100.0,38.83,23.2127
1,63,10.0028,0.2517,100.0,489.05,605.35,1503.56,1308.81,10.52,15.49,393.99,2319.02,8779.71,1.26,45.6,371.89,2388.2,8129.05,8.6463,0.03,370,2319,100.0,28.49,17.1653
1,64,42.0041,0.84,100.0,445.0,549.37,1358.53,1129.3,3.91,5.71,138.68,2211.85,8321.52,1.02,42.28,130.26,2388.03,8082.82,9.3751,0.02,332,2212,100.0,10.69,6.3165
1,65,24.9997,0.62,60.0,462.54,537.34,1263.87,1048.39,7.05,9.03,174.78,1915.31,8014.51,0.94,36.78,164.4,2028.31,7874.36,10.9071,0.02,308,1915,84.93,14.49,8.508
1,66,10.0076,0.25,100.0,489.05,604.98,1504.25,1307.32,10.52,15.5,395.04,2318.95,8779.34,1.26,45.64,371.34,2388.2,8135.65,8.673,0.03,370,2319,100.0,28.38,17.1044
1,67,25.0024,0.62,60.0,462.54,536.94,1268.19,1054.69,7.05,9.03,174.71,1915.33,8013.73,0.94,36.86,164.45,2028.25,7880.52,10.9539,0.02,307,1915,84.93,14.13,8.557
1,68,24.9985,0.6209,60.0,462.54,536.48,1263.42,1043.51,7.05,9.03,175.98,1915.31,8009.81,0.94,36.75,164.13,2028.29,7875.9,10.9383,0.02,306,1915,84.93,14.2,8.5135
1,69,20.005,0.7019,100.0,491.19,607.66,1477.23,1254.99,9.35,13.66,334.65,2324.0,8721.51,1.08,44.42,314.19,2388.12,8059.83,9.2095,0.03,367,2324,100.0,24.33,14.7613
1,70,10.006,0.2508,100.0,489.05,605.2,1503.22,1313.26,10.52,15.49,393.68,2318.95,8777.22,1.26,45.7,371.28,2388.25,8126.77,8.6746,0.03,369,2319,100.0,28.33,16.9932
1,71,25.0003,0.62,60.0,462.54,536.97,1266.98,1051.53,7.05,9.03,175.18,1915.32,8018.39,0.94,36.87,164.06,2028.28,7875.09,10.9453,0.02,308,1915,84.93,14.3,8.4744
1,72,35.0041,0.8414,100.0,449.44,555.59,1369.17,1135.19,5.48,8.0,194.01,2222.97,8352.1,1.02,42.15,182.51,2388.04,8070.57,9.3551,0.02,336,2223,100.0,14.75,8.9326
1,73,42.004,0.8415,100.0,445.0,550.14,1360.84,1131.86,3.91,5.72,138.55,2211.85,8322.13,1.02,42.21,130.8,2387.93,8089.9,9.3945,0.02,332,2212,100.0,10.67,6.2588
1,74,42.0067,0.84,100.0,445.0,549.63,1360.61,1134.57,3.91,5.72,138.84,2211.86,8324.38,1.02,42.32,130.25,2387.92,8081.34,9.3969,0.02,332,2212,100.0,10.66,6.3884
1,75,42.002,0.84,100.0,445.0,549.64,1355.01,1129.15,3.91,5.71,138.55,2211.88,8326.85,1.02,42.22,130.78,2387.98,8088.1,9.403,0.02,333,2212,100.0,10.69,6.3684
1,76,25.0023,0.6212,60.0,462.54,537.0,1265.12,1048.52,7.05,9.03,175.63,1915.41,8016.38,0.94,36.84,164.58,2028.22,7876.41,10.9286,0.02,308,1915,84.93,14.08,8.5064
1,77,42.0062,0.8407,100.0,445.0,549.99,1358.15,1129.92,3.91,5.72,138.71,2211.87,8332.9,1.02,42.09,130.74,2387.99,8089.64,9.3534,0.02,332,2212,100.0,10.68,6.3088
1,78,25.0072,0.6205,60.0,462.54,537.02,1263.88,1055.16,7.05,9.03,175.97,1915.35,8011.23,0.94,36.67,163.74,2028.27,7872.58,10.8929,0.02,306,1915,84.93,14.27,8.528
1,79,42.0015,0.8414,100.0,445.0,550.07,1352.72,1130.77,3.91,5.72,138.16,2211.94,8325.49,1.02,42.2,129.96,2387.97,8087.24,9.3454,0.02,331,2212,100.0,10.64,6.3449
1,80,10.0015,0.25,100.0,489.05,605.08,1507.35,1309.47,10.52,15.5,393.78,2319.03,8786.4,1.26,45.57,371.25,2388.24,8131.61,8.6461,0.03,369,2319,100.0,28.51,17.0409
1,81,34.9995,0.8414,100.0,449.44,555.91,1367.53,1133.06,5.48,8.0,194.21,2222.95,8357.8,1.02,41.97,182.7,2388.06,8068.78,9.3141,0.02,333,2223,100.0,14.77,8.7643
1,82,0.0029,0.0012,100.0,518.67,642.77,1584.62,1407.19,14.62,21.61,553.05,2388.15,9067.21,1.3,47.59,521.12,2388.14,8137.56,8.4245,0.03,392,2388,100.0,38.83,23.2546
1,83,35.0037,0.84,100.0,449.44,555.63,1366.18,1130.18,5.48,8.0,193.97,2222.98,8353.76,1.02,42.15,182.39,2388.1,8073.1,9.3584,0.02,333,2223,100.0,14.79,8.8817
1,84,0.0002,0.0008,100.0,518.67,643.11,1582.48,1409.21,14.62,21.61,553.56,2388.11,9057.74,1.3,47.66,521.37,2388.16,8142.27,8.431,0.03,394,2388,100.0,38.82,23.2052
1,85,0.0017,0.0003,100.0,518.67,643.45,1591.65,1413.33,14.62,21.61,552.95,2388.14,9065.95,1.3,47.56,520.95,2388.09,8140.23,8.4239,0.03,393,2388,100.0,38.72,23.3503
1,86,20.0078,0.7,100.0,491.19,607.8,1488.12,1253.91,9.35,13.66,334.68,2324.01,8732.76,1.08,44.32,314.53,2388.1,8064.28,9.2365,0.02,366,2324,100.0,24.16,14.7489
1,87,35.0001,0.8402,100.0,449.44,555.89,1367.22,1135.3,5.48,8.0,194.53,2222.99,8348.38,1.02,42.03,183.2,2388.09,8068.12,9.3465,0.02,335,2223,100.0,14.67,8.8984
1,88,20.0051,0.7,100.0,491.19,607.67,1489.88,1254.72,9.35,13.66,333.91,2324.04,8731.85,1.08,44.44,314.8,2388.17,8065.35,9.2517,0.02,366,2324,100.0,24.59,14.6698
1,89,35.0024,0.8413,100.0,449.44,556.16,1376.14,1134.26,5.48,8.0,193.97,2223.0,8360.34,1.02,42.0,183.27,2388.12,8071.24,9.3329,0.02,334,2223,100.0,14.9,8.9935
1,90,35.0072,0.8409,100.0,449.44,555.92,1369.54,1139.41,5.48,8.0,193.78,2223.01,8354.75,1.02,42.1,182.51,2388.04,8065.76,9.3396,0.02,335,2223,100.0,14.67,8.7518
1,91,35.0022,0.8416,100.0,449.44,556.35,1363.91,1138.04,5.48,8.0,194.27,2223.01,8351.78,1.02,42.22,182.82,2388.1,8066.44,9.3622,0.02,334,2223,100.0,14.84,8.8513
1,92,10.0057,0.2502,100.0,489.05,605.07,1499.97,1318.15,10.52,15.5,394.32,2318.99,8784.09,1.26,45.74,370.81,2388.19,8127.55,8.683,0.03,371,2319,100.0,28.63,17.1535
1,93,10.0016,0.2509,100.0,489.05,605.18,1503.74,1315.08,10.52,15.5,394.64,2319.07,8784.79,1.26,45.53,371.49,2388.18,8132.74,8.6624,0.03,370,2319,100.0,28.47,17.0773
1,94,35.004,0.8407,100.0,449.44,556.47,1365.28,1143.24,5.48,8.0,194.16,2223.03,8353.57,1.02,42.06,183.45,2388.08,8071.02,9.3392,0.02,334,2223,100.0,14.83,8.8428
1,95,10.0046,0.2505,100.0,489.05,605.35,1493.74,1312.07,10.52,15.5,394.36,2318.96,8784.07,1.26,45.58,370.83,2388.18,8130.22,8.6711,0.03,371,2319,100.0,28.45,17.0593
1,96,25.0047,0.6201,60.0,462.54,537.19,1267.85,1050.02,7.05,9.03,175.89,1915.36,8011.77,0.94,36.91,164.24,2028.21,7877.75,10.9289,0.02,308,1915,84.93,14.08,8.5141
1,97,35.0073,0.8411,100.0,449.44,556.22,1369.51,1132.71,5.48,8.0,193.79,2223.05,8351.6,1.02,42.03,182.72,2388.07,8066.3,9.3385,0.02,335,2223,100.0,14.73,8.7464
1,98,10.0037,0.2515,100.0,489.05,604.68,1499.41,1316.51,10.52,15.5,394.16,2319.02,8783.85,1.26,45.83,371.16,2388.18,8134.58,8.6738,0.03,369,2319,100.0,28.43,17.0689
1,99,9.9985,0.25,100.0,489.05,605.64,1503.32,1316.73,10.52,15.5,393.63,2318.96,8786.97,1.26,45.7,370.92,2388.21,8135.38,8.6715,0.03,371,2319,100.0,28.4,17.0163
1,100,34.9982,0.8415,100.0,449.44,556.45,1363.83,1136.85,5.48,8.0,193.99,2223.03,8359.25,1.02,42.11,183.02,2388.15,8070.51,9.3499,0.02,335,2223,100.0,14.76,8.8871
1,101,42.0045,0.8417,100.0,445.0,550.01,1357.0,1125.66,3.91,5.72,139.02,2211.89,8324.18,1.02,42.25,130.26,2388.01,8093.5,9.411,0.02,331,2212,100.0,10.58,6.3518
1,102,20.0008,0.7,100.0,491.19,607.68,1485.77,1256.14,9.35,13.66,333.81,2324.05,8726.01,1.08,44.74,314.57,2388.18,8064.1,9.2561,0.03,367,2324,100.0,24.32,14.4875
1,103,9.9989,0.2519,100.0,489.05,605.63,1505.12,1314.81,10.52,15.49,394.59,2319.05,8779.54,1.26,45.55,371.48,2388.25,8133.84,8.6481,0.03,370,2319,100.0,28.53,17.1267
1,104,25.0009,0.62,60.0,462.54,537.49,1268.79,1057.14,7.05,9.02,174.93,1915.41,8016.12,0.94,36.79,164.89,2028.35,7879.8,10.9141,0.02,307,1915,84.93,14.25,8.4604
1,105,25.0007,0.6216,60.0,462.54,537.11,1261.76,1052.62,7.05,9.03,175.44,1915.43,8015.94,0.94,36.63,164.99,2028.28,7873.67,10.9123,0.02,307,1915,84.93,14.22,8.5301
1,106,25.0059,0.6203,60.0,462.54,537.17,1266.96,1055.34,7.05,9.03,175.21,1915.36,8017.59,0.94,37.07,164.03,2028.29,7873.39,10.9508,0.02,308,1915,84.93,14.41,8.5179
1,107,20.0014,0.7013,100.0,491.19,607.59,1491.67,1254.57,9.35,13.66,334.42,2324.01,8737.3,1.08,44.87,314.65,2388.16,8066.38,9.2656,0.02,367,2324,100.0,24.34,14.5742
1,108,10.002,0.25,100.0,489.05,605.37,1501.43,1312.16,10.52,15.49,394.68,2318.97,8789.42,1.26,45.72,370.77,2388.22,8131.6,8.6986,0.03,370,2319,100.0,28.32,16.9143
1,109,20.0024,0.7008,100.0,491.19,607.92,1486.99,1249.07,9.35,13.66,334.25,2324.09,8730.62,1.08,44.47,314.66,2388.17,8068.2,9.2348,0.02,366,2324,100.0,24.67,14.6343
1,110,0.0027,0.0008,100.0,518.67,642.97,1594.43,1413.98,14.62,21.61,552.71,2388.15,9068.8,1.3,47.7,521.79,2388.17,8142.29,8.4423,0.03,395,2388,100.0,38.81,23.2657
1,111,19.999,0.7011,100.0,491.19,608.31,1487.42,1255.57,9.35,13.66,334.09,2324.05,8733.33,1.08,44.49,314.05,2388.21,8064.67,9.1986,0.03,367,2324,100.0,24.5,14.645
1,112,0.0005,0.0013,100.0,518.67,643.17,1603.34,1412.78,14.62,21.61,552.55,2388.16,9067.06,1.3,47.62,520.95,2388.13,8134.54,8.4411,0.03,393,2388,100.0,38.71,23.3239
1,113,0.0004,0.0003,100.0,518.67,642.91,1592.63,1408.7,14.62,21.61,553.22,2388.11,9067.03,1.3,47.61,520.62,2388.15,8141.66,8.4482,0.03,393,2388,100.0,38.68,23.2766
1,114,0.0014,0.0013,100.0,518.67,643.27,1592.76,1412.46,14.62,21.61,552.66,2388.13,9062.56,1.3,47.75,520.58,2388.13,8141.33,8.428,0.03,393,2388,100.0,38.69,23.2596
1,115,42.0017,0.8419,100.0,445.0,550.26,1354.11,1127.71,3.91,5.72,137.63,2211.92,8328.91,1.02,42.23,130.07,2388.01,8087.89,9.3918,0.02,333,2212,100.0,10.69,6.3541
1,116,25.003,0.6213,60.0,462.54,536.99,1267.92,1050.66,7.05,9.03,175.02,1915.36,8014.63,0.94,36.8,164.32,2028.28,7878.07,10.9454,0.02,308,1915,84.93,14.02,8.4919
1,117,0.0022,0.0,100.0,518.67,643.07,1590.42,1408.02,14.62,21.61,552.58,2388.18,9067.1,1.3,47.82,520.91,2388.16,8140.42,8.4533,0.03,393,2388,100.0,38.64,23.3413
1,118,42.0048,0.84,100.0,445.0,550.26,1347.55,1129.33,3.91,5.71,138.68,2211.92,8328.29,1.02,42.45,130.59,2388.03,8090.75,9.3991,0.02,332,2212,100.0,10.54,6.391
1,119,35.0052,0.84,100.0,449.44,556.07,1373.45,1143.01,5.48,8.0,193.95,2223.08,8351.43,1.02,42.17,183.1,2388.13,8073.79,9.3837,0.02,335,2223,100.0,14.79,8.8293
1,120,42.0073,0.84,100.0,445.0,549.65,1361.65,1125.52,3.91,5.72,138.39,2211.98,8333.49,1.02,42.31,130.59,2388.01,8089.01,9.384,0.02,332,2212,100.0,10.4,6.3198
1,121,0.0026,0.0004,100.0,518.67,643.17,1597.59,1420.12,14.62,21.61,553.1,2388.13,9063.79,1.3,47.74,520.56,2388.09,8139.56,8.4355,0.03,394,2388,100.0,38.61,23.1952
1,122,25.0068,0.62,60.0,462.54,537.46,1264.75,1059.64,7.05,9.03,175.17,1915.49,8021.8,0.94,36.92,164.43,2028.3,7881.6,10.933,0.02,308,1915,84.93,14.29,8.5091
1,123,42.0027,0.84,100.0,445.0,549.98,1359.95,1126.55,3.91,5.72,138.83,2211.96,8330.82,1.02,42.29,129.7,2388.07,8090.26,9.4291,0.02,329,2212,100.0,10.86,6.3719
1,124,42.002,0.84,100.0,445.0,550.39,1362.41,1131.21,3.91,5.72,138.74,2211.93,8324.48,1.02,42.43,130.35,2388.0,8086.29,9.4033,0.02,333,2212,100.0,10.53,6.3045
1,125,25.0051,0.6206,60.0,462.54,537.2,1265.59,1057.55,7.05,9.03,175.31,1915.44,8021.28,0.94,37.0,164.01,2028.3,7880.67,10.953,0.02,307,1915,84.93,14.37,8.4269
1,126,42.0054,0.8406,100.0,445.0,549.7,1359.97,1137.2,3.91,5.72,138.97,2212.04,8329.59,1.02,42.31,130.78,2388.04,8091.15,9.4187,0.02,331,2212,100.0,10.48,6.3041
1,127,42.0007,0.84,100.0,445.0,550.51,1353.56,1137.39,3.91,5.72,138.22,2211.96,8326.53,1.02,42.14,130.44,2388.11,8092.49,9.3566,0.02,333,2212,100.0,10.57,6.3491
1,128,42.0052,0.84,100.0,445.0,550.28,1361.14,1135.09,3.91,5.72,138.76,2211.93,8331.43,1.02,42.19,130.6,2388.03,8093.32,9.4045,0.02,331,2212,100.0,10.61,6.3781
1,129,0.0002,0.0,100.0,518.67,643.19,1590.22,1423.76,14.62,21.61,552.99,2388.14,9068.88,1.3,47.81,521.06,2388.16,8138.76,8.4378,0.03,393,2388,100.0,38.82,23.2476
