ExportDate;EquipmentID;Cycle;Timestamp;Sensor_2;Sensor_3;Sensor_4;Sensor_7;Sensor_8;Sensor_9;Sensor_11;Sensor_12;Sensor_13;Sensor_14;Sensor_15;Sensor_17;LatentZ1;LatentZ2;NearestDistance;PredictedStatus;WorkOrder;MaintenanceCost
01-Jul-2026;  ENG-057 ;50;2026-01-03 02:00:00;643.2800;1596.0000;1402.0300;553.8400;2388.1200;9045.1300;47.4300;521.4100;2388.1100;8130.0400;8.4215;393.0000;0.033575;-0.040836;0.000827;healthy;WO516385;194.42
2026/07/01;ENG-056;26;2026-01-02 02:00:00;642.9700;1591.8400;1413.1200;552.7900;2388.1500;9046.3500;47.6200;521.2700;2388.1900;8117.9200;8.4315;393.0000;-0.034290;0.317004;0.001245;Healthy;WO173131;
2026-07-01;ENG-008;16;2026-01-01 16:00:00;641.7600;1587.2600;1398.8800;553.7500;2388.1100;9041.9900;47.4400;522.0000;2388.1100;8130.4500;8.4151;392.0000;0.007228;-0.637051;0.000518;warning;WO428930;10,793.63
2026/07/01;ENG-093;6;2026-01-01 06:00:00;642.9400;1590.5700;1411.5300;553.1500;2388.0900;9057.0900;47.5500;521.8100;2388.1100;8134.0000;8.4634;394.0000;0.055734;0.095830;0.002027;Healthy;WO904201;2994.05
01-Jul-2026;ENG-060;27;2026-01-02 03:00:00;641.9000;1592.0000;1404.7000;553.5200;2388.0600;9059.1200;47.3000;521.5500;2388.0600;8133.8500;8.4318;393.0000;0.045840;-0.324926;0.001624;Healthy;WO900817;2616.14
2026/07/01;ENG-066;23;2026-01-01 23:00:00;642.3100;1590.6900;1402.1000;553.5800;2388.0500;9064.0400;47.4500;521.7900;2388.1000;8145.2500;8.4132;392.0000;0.051681;-0.556521;0.002555;Healthy;WO805590;2458.38
2026-07-01;ENG-087;14;2026-01-01 14:00:00;642.1300;1579.7400;1405.8000;553.4300;2388.0300;9057.7500;47.3800;522.6500;2388.0600;8150.5000;8.3879;392.0000;0.030636;-0.987426;0.001402;Healthy;WO470379;2,796.34
01-Jul-2026;  ENG-030 ;14;2026-01-01 14:00:00;643.4600;1583.9900;1404.5500;553.5500;2388.1200;9047.9500;47.4800;521.4600;2388.0500;8130.6000;8.4570;393.0000;0.028273;-0.007301;0.000910;Healthy;WO232250;1525.00
01-Jul-2026;ENG-070;44;2026-01-02 20:00:00;642.4300;1587.2600;1404.2100;553.3300;2388.0800;9052.6100;47.3600;521.6900;2388.1000;8132.6900;8.4275;392.0000;0.037593;-0.362872;0.002569;Healthy;WO541156;975.93
2026-07-01;  ENG-020 ;7;2026-01-01 07:00:00;642.5100;1588.8000;1403.1400;553.5400;2388.0800;9056.7000;47.2300;522.3300;2388.0100;8143.4900;8.3840;391.0000;0.032424;-0.981914;0.004093;Healthy;WO693566;595.07
2026/07/01;ENG-036;13;2026-01-01 13:00:00;642.8300;1593.1500;1413.9000;553.2200;2388.1300;9056.8600;47.5700;521.6500;2388.0900;8134.8000;8.4419;393.0000;0.032258;0.190637;0.001137;Healthy;WO980673;1352.86
2026-07-01;ENG-014;12;2026-01-01 12:00:00;642.9000;1584.1800;1408.1600;552.5300;2388.1100;9041.8000;47.5000;521.0400;2388.1400;8116.1500;8.4495;392.0000;-0.035932;0.204675;0.003558;Warning;WO255852;6204.02
01-Jul-2026;ENG-082;33;2026-01-02 09:00:00;642.2700;1591.5500;1396.5600;554.0400;2388.0700;9069.3700;47.2600;522.1600;2388.0100;8141.9000;8.4117;391.0000;0.053847;-0.944065;0.002629;Healthy;WO625663;175.59
01-Jul-2026;ENG-013;53;2026-01-03 05:00:00;642.4600;1576.5800;1398.5900;554.1100;2388.0400;9059.6500;47.2700;522.3700;2388.0200;8141.9900;8.3900;392.0000;0.037652;-1.056267;0.000772;Healthy;WO597923;2479.88
2026/07/01;ENG-032;36;2026-01-02 12:00:00;642.3200;1585.2100;1396.3900;554.6300;2387.9600;9065.3700;47.1800;522.5300;2387.9600;8149.8000;8.4146;392.0000;0.066624;-1.146726;0.002290;HEALTHY;WO434844;2271.45
01-Jul-2026;ENG-097;7;2026-01-01 07:00:00;642.2100;1583.0900;1395.2200;554.4600;2388.0000;9070.9500;47.5200;522.0100;2388.0100;8142.9700;8.4168;391.0000;0.059980;-1.021966;0.001196;HEALTHY;WO190950;485.18
2026-07-01;eng-019;19;2026-01-01 19:00:00;641.4000;1582.4600;1398.5500;554.4400;2388.0200;9058.0400;47.2100;522.4500;2388.0200;8143.1300;8.3665;392.0000;0.019772;-2.594608;0.000691;healthy;WO846490;1485.56
2026-07-01;ENG-058;45;2026-01-02 21:00:00;642.4300;1584.2500;1394.2400;554.3700;2388.0500;9047.3400;47.3900;521.9000;2388.0300;8132.0600;8.4205;394.0000;0.010994;-0.836438;0.002224;Healthy;WO478007;608.00
2026-07-01;ENG-066;14;2026-01-01 14:00:00;642.4100;1588.1500;1402.0800;553.5800;2388.0400;9064.4800;47.4600;521.8500;2388.1400;8139.3000;8.3936;392.0000;0.041324;-0.498015;0.001895;Healthy;WO530243;1452.36
01-Jul-2026;ENG-070;11;2026-01-01 11:00:00;642.1800;1593.1400;1400.8500;553.9000;2388.0600;9050.6100;47.5400;521.8000;2388.1200;8126.2400;8.3954;393.0000;0.023562;-0.481413;0.001930;Healthy;WO701809;1,280.68
01-Jul-2026;ENG-052;41;2026-01-02 17:00:00;642.4300;1582.7200;1388.2000;555.1900;2387.9600;9051.6200;47.1300;522.6800;2388.0400;8137.3100;8.3871;392.0000;0.042217;-1.282654;0.003220;Healthy;WO241174;895.80
01-Jul-2026;ENG-086;36;2026-01-02 12:00:00;642.4100;1591.4800;1406.4100;553.7700;2388.0500;9061.6900;47.4600;521.9000;2388.0700;8137.7300;8.4460;393.0000;0.060425;-0.336828;0.002229;Healthy;WO259711;2462.57
01-Jul-2026;ENG-068;36;2026-01-02 12:00:00;642.3300;1588.3900;1394.6800;553.9300;2388.0100;9052.1800;47.4400;522.0400;2388.0500;8132.0900;8.4364;392.0000;0.029320;-0.643565;0.000000;Healthy;WO111480;1780.59
2026-07-01;ENG-096;21;2026-01-01 21:00:00;642.6300;1585.0900;1390.4900;554.5800;2388.0100;9065.1100;47.1900;522.0400;2388.0600;8147.4500;8.4112;392.0000;0.034613;-1.077584;0.001761;Healthy;WO629421;2989.51
2026/07/01;ENG-049;93;2026-01-04 21:00:00;642.0900;1588.5300;1399.4600;554.5400;2388.0400;9061.9400;47.3800;522.1700;2388.0100;8145.8100;8.4208;392.0000;0.049430;-0.860341;0.003883;Healthy;WO167989;893.01
2026-07-01;ENG-027;10;2026-01-01 10:00:00;642.5200;1582.6400;1393.1700;554.3000;2387.9800;9050.5600;47.1800;522.1000;2388.0700;8134.6800;8.4054;391.0000;0.017043;-1.103880;0.002211;Healthy;WO444582;1390.19
2026/07/01;ENG-031;27;2026-01-02 03:00:00;642.2600;1585.4100;1404.9800;553.7500;2388.0200;9072.4200;47.2800;522.0300;2388.0200;8149.5300;8.4495;392.0000;0.054694;-0.731207;0.001761;Healthy;WO678490;2,791.15
2026-07-01;ENG-082;14;2026-01-01 14:00:00;642.6700;1585.1500;1394.3000;554.1700;2388.0600;9066.4000;47.5100;521.8800;2388.0700;8141.6500;8.4384;392.0000;0.038105;-0.662432;0.000000;Healthy;WO608515;1935.46
01-Jul-2026;  ENG-091 ;52;2026-01-03 04:00:00;643.0300;1588.6900;1407.8500;552.5700;2388.1300;9054.6200;47.5700;521.1100;2388.1000;8131.7200;8.4055;394.0000;0.012587;0.197750;0.001105;Healthy;WO736132;2767.78
2026-07-01;ENG-072;9;2026-01-01 09:00:00;641.9900;1580.5900;1405.8300;555.0800;2388.1000;9054.2700;47.2300;521.9500;2387.9900;8144.6200;8.4187;392.0000;0.024188;-0.956889;0.003220;Healthy;WO133629;2,554.64
2026-07-01;ENG-036;15;2026-01-01 15:00:00;642.3400;1591.0300;1406.1800;553.4900;2388.1200;9062.7300;47.6500;521.3500;2388.0800;8140.7700;8.4554;393.0000;0.058484;0.094011;0.003741;Healthy;WO300261;578.07
01-Jul-2026;ENG-007;49;2026-01-03 01:00:00;641.8600;1575.5300;1398.5100;554.0600;2388.0400;9055.6400;47.2900;522.8600;2388.0200;8143.2300;8.4088;392.0000;0.046005;-1.136411;0.001827;Healthy;WO677599;1893.82
2026/07/01;  ENG-021 ;44;2026-01-02 20:00:00;641.9800;1591.3600;1404.7600;554.2900;2388.0400;9052.5100;47.2700;522.2700;2387.9800;8138.8200;8.3792;392.0000;0.026125;-0.984501;0.001064;Healthy;WO206663;2,682.66
2026-07-01;ENG-063;38;2026-01-02 14:00:00;642.4700;1585.3400;1406.1200;553.9400;2388.0900;9046.0600;47.2900;522.0000;2388.0900;8133.1500;8.4150;395.0000;0.030553;-0.200721;0.002752;Healthy;WO110715;366.05
2026-07-01;ENG-036;19;2026-01-01 19:00:00;643.2300;1578.9700;1413.6000;553.1500;2388.1400;9063.4500;47.6800;521.0400;2388.0900;8137.1900;8.4439;394.0000;-0.000791;0.348979;0.000752;Healthy;WO779003;2,431.92
2026-07-01;  ENG-020 ;31;2026-01-02 07:00:00;642.2200;1586.4300;1399.3200;553.7900;2388.0500;9055.0200;47.4300;522.4400;2388.0700;8141.5600;8.4060;392.0000;0.024890;-0.824710;0.001245;Healthy;WO192296;2,358.62
01-Jul-2026;  ENG-052 ;57;2026-01-03 09:00:00;642.1800;1581.7700;1403.3700;554.3200;2388.0300;9050.4500;47.1400;522.3400;2388.0000;8137.3900;8.3666;391.0000;0.029242;-1.149599;0.003670;Healthy;WO213436;2127.70
2026/07/01;ENG-017;12;2026-01-01 12:00:00;641.9200;1588.2400;1396.4400;554.3700;2388.0000;9064.1600;47.2200;522.1900;2388.0200;8152.4100;8.4261;391.0000;0.052133;-1.092833;0.000846;HEALTHY;WO763653;94.45
01-Jul-2026;ENG-037;17;2026-01-01 17:00:00;641.4000;1585.8400;1400.1500;553.6200;2388.0600;9058.8900;47.2100;522.5700;2388.0700;8139.3700;8.4026;390.0000;0.038177;-1.128006;;Healthy;WO766876;
2026/07/01;ENG-089;18;2026-01-01 18:00:00;642.6000;1588.6200;1409.6000;554.3800;2388.0900;9041.9100;47.3600;521.3200;2388.0800;8127.8700;8.4343;393.0000;0.014255;-0.297028;0.006913;Healthy;WO168542;1,691.74
01-Jul-2026;ENG-086;37;2026-01-02 13:00:00;642.2200;1596.2000;1410.3100;554.2600;2388.0600;9064.7600;47.3800;521.6800;2387.9900;8134.4900;8.4622;394.0000;0.068867;-0.188309;0.003458;Healthy;WO263860;1,148.17
01-Jul-2026;ENG-033;1;2026-01-01 01:00:00;642.5300;1588.3100;1413.6400;553.3300;2388.1000;9058.1800;47.7100;521.1400;2388.1200;8135.5200;8.4434;392.0000;0.027237;0.157563;0.002340;Healthy;WO825283;656.83
01-Jul-2026;ENG-045;38;2026-01-02 14:00:00;642.7600;1590.4500;1406.2000;553.2500;2388.0500;9059.8900;47.5800;521.9000;2388.1000;8142.8800;8.4575;394.0000;0.089929;0.007053;0.001043;Healthy;WO421228;1038.25
2026-07-01;ENG-093;41;2026-01-02 17:00:00;642.2100;1585.7100;1408.5500;553.3800;2388.1900;9055.6500;47.4500;521.7100;2388.0900;8136.7100;8.4467;395.0000;0.037360;-0.059412;0.002516;Healthy;WO733964;2161.35
01-Jul-2026;ENG-098;28;2026-01-02 04:00:00;642.7000;1587.9600;1398.4300;553.9000;2388.0700;9055.8600;47.1800;521.3100;2388.0300;8138.4300;8.4050;392.0000;0.020601;-0.557746;0.002441;Healthy;WO407592;2849.23
2026-07-01;ENG-053;9;2026-01-01 09:00:00;642.0400;1584.8500;1402.8200;554.3700;2387.9800;9049.9900;47.3800;522.3600;2388.0700;8136.0700;8.4338;392.0000;0.011918;-0.973289;0.000772;Healthy;WO204413;1480.62
2026/07/01;ENG-041;27;2026-01-02 03:00:00;642.5200;1588.4400;1397.9600;553.8100;2388.0400;9049.6100;47.1300;522.5400;2388.0000;8133.3100;8.4086;391.0000;0.043908;-1.045771;0.002342;Healthy;WO664548;948.75
2026/07/01;  ENG-009 ;2;2026-01-01 02:00:00;643.1400;1592.1900;1413.5800;553.1200;2388.1600;9048.7500;47.5000;521.2100;2388.0600;8125.6300;8.4356;393.0000;-0.014311;0.280288;0.001190;Healthy;WO141468;605.08
2026-07-01;ENG-041;41;2026-01-02 17:00:00;641.7000;1580.5000;1394.0400;554.3200;2388.0300;9041.6000;47.1600;522.1600;2388.0800;8133.2800;8.3756;391.0000;0.012458;-1.209733;0.007858;Healthy;WO674599;2362.98
2026/07/01;  ENG-100 ;60;2026-01-03 12:00:00;641.6800;1587.4100;1403.7800;554.0500;2388.0300;9058.8700;47.4600;521.9000;2388.0300;8137.0700;8.3950;391.0000;0.030223;-0.789247;0.001619;Healthy;WO939280;2913.10
2026-07-01;ENG-028;17;2026-01-01 17:00:00;642.8200;1582.6300;1403.1200;553.8800;2388.0900;9047.8800;47.3800;521.6400;2388.1200;8128.2600;8.4067;393.0000;0.007663;-0.467011;0.002839;Healthy;WO416181;1523.75
2026-07-01;  ENG-015 ;18;2026-01-01 18:00:00;642.0300;1584.7900;1399.3200;554.0300;2388.0300;9060.8900;47.2900;522.2500;2388.0300;8138.7600;8.4044;392.0000;0.025395;-1.044544;;Healthy;WO821175;1,256.09
2026-07-01;ENG-034;21;2026-01-01 21:00:00;641.7500;1581.6100;1392.9200;554.4100;2387.9900;9066.6600;47.1800;522.5000;2388.0200;8145.9500;8.4201;391.0000;0.061020;-1.239092;0.001424;Healthy;WO246070;2,183.04
2026-07-01;ENG-011;21;2026-01-01 21:00:00;642.9800;1593.4200;1411.0300;553.4200;2388.2100;9042.0500;47.3900;521.4800;2388.1800;8123.2700;8.4358;393.0000;-0.027641;0.132466;0.006913;Healthy;WO315161;752.59
2026-07-01;  ENG-076 ;20;2026-01-01 20:00:00;642.2900;1584.2700;1402.2600;554.6700;2388.1000;9060.5600;47.2400;522.5300;2388.0400;8136.4900;8.3825;392.0000;0.018373;-1.049727;0.001794;Healthy;WO208117;1,573.14
2026/07/01;ENG-077;14;2026-01-01 14:00:00;641.9200;1589.9400;1398.2100;554.7400;2388.0700;9047.9300;47.3600;521.8100;2388.0800;8129.4400;8.4025;392.0000;-0.009059;-0.837476;0.004049;Healthy;WO549346;
01-Jul-2026;ENG-013;63;2026-01-03 15:00:00;642.5800;1579.9900;1399.7300;554.0700;2387.9900;9060.3700;47.2500;521.6500;2388.0200;8139.0200;8.4080;392.0000;0.018907;-1.022011;0.002441;healthy;WO902448;1175.17
2026/07/01;ENG-054;4;2026-01-01 04:00:00;642.0300;1587.4300;1389.9800;555.1000;2387.9100;9052.1800;47.1900;523.1700;2387.9800;8133.5500;8.3708;391.0000;0.071967;-2.649657;0.010472;Healthy;WO843588;322.29
2026-07-01;ENG-068;5;2026-01-01 05:00:00;642.8900;1585.0400;1401.3100;554.5000;2388.0600;9053.9200;47.1300;521.6900;2388.0600;8137.7300;8.3969;392.0000;-0.046375;-2.613660;0.004580;Healthy;WO607803;1,405.88
01-Jul-2026;ENG-077;49;2026-01-03 01:00:00;642.7000;1588.2300;1395.7100;553.7400;2388.0800;9049.4200;47.4200;522.1500;2388.0700;8132.3200;8.4389;393.0000;0.036222;-0.506114;0.001610;Healthy;WO856981;2254.13
2026-07-01;  ENG-054 ;28;2026-01-02 04:00:00;642.5000;1586.4200;1396.5600;555.0000;2388.0400;9053.6600;47.1800;522.3800;2387.9800;8139.7500;8.3703;392.0000;0.047580;-1.211834;0.001245;Healthy;WO706889;2,520.66
2026-07-01;ENG-081;15;2026-01-01 15:00:00;642.6200;1588.7100;1407.2200;554.3600;2387.9900;9069.6600;47.4200;522.3200;2388.0500;8148.1900;8.4111;391.0000;0.058861;-0.809041;0.003997;Healthy;WO377837;2900.26
2026/07/01;  ENG-018 ;31;2026-01-02 07:00:00;642.6800;1591.6700;1392.2700;554.4500;2388.0800;9058.9900;47.3400;522.5400;2388.0400;8148.4800;8.4386;392.0000;0.055529;-0.793591;0.002128;Healthy;WO497346;2287.40
01-Jul-2026;ENG-048;17;2026-01-01 17:00:00;642.1500;1585.7500;1405.0000;553.3700;2388.1000;9048.1100;47.2800;522.0400;2388.0700;8136.2000;8.4521;391.0000;0.033604;-0.611434;0.002810;Healthy;WO178011;1123.17
2026-07-01;ENG-086;20;2026-01-01 20:00:00;642.6600;1590.5700;1398.3300;553.6100;2388.0400;9058.7700;47.3600;521.1900;2388.1000;8138.7800;8.4353;393.0000;0.056316;-0.230595;0.002264;Warning;WO271530;13,836.64
2026/07/01;ENG-010;7;2026-01-01 07:00:00;642.0200;1580.8400;1398.7200;553.4200;2387.9600;9060.9800;47.3300;521.9700;2388.0000;8148.3000;8.3737;392.0000;0.055444;-1.127386;0.000488;healthy;WO748665;777.03
2026-07-01;ENG-014;8;2026-01-01 08:00:00;642.6100;1585.8600;1401.0100;553.2600;2388.1200;9034.8700;47.6400;521.5800;2388.2000;8111.3000;8.4120;393.0000;-0.015628;-0.154526;0.018516;Healthy;WO240829;1028.11
2026-07-01;ENG-089;16;2026-01-01 16:00:00;641.9500;1592.0700;1406.8600;553.2600;2388.0900;9044.0800;47.5600;521.4000;2388.1400;8130.3900;8.4263;392.0000;0.043052;-0.224503;0.001034;Healthy;WO738015;724.84
2026-07-01;ENG-003;4;2026-01-01 04:00:00;642.4200;1590.5200;1401.4200;553.3100;2388.0800;9051.0300;47.6600;521.5900;2388.0900;8134.4100;8.4398;395.0000;0.048944;-0.028328;0.000287;healthy;WO632496;598.18
01-Jul-2026;ENG-090;21;2026-01-01 21:00:00;642.8000;1586.4700;1404.9700;553.5900;2388.0700;9045.2100;47.2900;521.5400;2388.1100;8135.2400;8.4469;392.0000;0.033555;-0.283616;0.002160;Healthy;WO443133;319.55
01-Jul-2026;ENG-010;31;2026-01-02 07:00:00;641.9300;1588.2300;1396.3700;554.6200;2387.9800;9059.9400;47.2800;522.0700;2388.0100;8138.6100;8.4022;392.0000;0.035726;-2.643714;0.000691;Healthy;WO888870;2398.22
01-Jul-2026;ENG-037;39;2026-01-02 15:00:00;642.0300;1576.6500;1397.3700;554.6200;2388.0600;9055.3400;47.3900;522.4900;2388.1000;8134.8100;8.3793;391.0000;0.010268;-1.081920;0.001922;Healthy;WO298049;1,875.68
2026-07-01;ENG-070;48;2026-01-03 00:00:00;642.4400;1595.8800;1407.8000;554.2600;2388.1100;9051.7900;47.4200;520.9700;2388.0200;8134.8900;8.4511;393.0000;0.052825;-0.149196;0.002295;Healthy;WO263110;2,071.48
01-Jul-2026;ENG-075;8;2026-01-01 08:00:00;642.2600;1588.4800;1402.4300;554.0200;2388.0500;9058.7000;47.3900;522.1700;2388.0800;8141.7300;8.4133;392.0000;0.033640;-0.686992;0.000897;Healthy;WO113472;398.90
2026-07-01;ENG-001;11;2026-01-01 11:00:00;642.0400;1581.0300;1403.8300;554.6900;2388.0400;9051.6700;47.2300;521.9500;2388.0600;8132.3800;8.3919;391.0000;0.001429;-1.045432;0.001092;Healthy;WO514850;1,946.41
01-Jul-2026;ENG-016;31;2026-01-02 07:00:00;641.7800;1581.2100;1393.0200;554.4500;2388.0000;9049.4800;47.2900;521.7400;2388.0400;8136.5200;8.3915;392.0000;0.008981;-1.079742;;Healthy;WO902156;356.59
01-Jul-2026;ENG-083;13;2026-01-01 13:00:00;641.9800;1588.5900;1404.4200;553.9500;2388.0800;9051.1700;47.4200;522.2600;2388.0700;8139.9500;8.4062;391.0000;0.027370;-0.744886;0.001119;Healthy;WO563082;2659.09
2026/07/01;ENG-073;13;2026-01-01 13:00:00;642.2600;1588.2900;1399.1800;554.3000;2388.0100;9050.3500;47.2800;521.8200;2387.9900;8139.9500;8.3840;392.0000;0.028784;-1.005423;0.002417;Healthy;WO274112;2331.14
01-Jul-2026;ENG-030;35;2026-01-02 11:00:00;642.6100;1586.8900;1399.9400;553.5700;2388.1000;9050.8000;47.4300;521.7000;2388.1000;8127.3100;8.4216;393.0000;0.022308;-0.324533;0.001656;Healthy;WO678972;710.59
01-Jul-2026;ENG-005;13;2026-01-01 13:00:00;643.2200;1586.8900;1399.8600;554.0200;2388.1000;9054.0800;47.4400;521.8200;2388.1000;8135.3800;8.4294;392.0000;0.042260;-0.298741;0.001442;healthy;WO761820;897.77
2026-07-01;ENG-028;24;2026-01-02 00:00:00;642.5800;1587.0500;1408.6400;553.1800;2388.1200;9041.5300;47.3300;521.9000;2388.0900;8124.6900;8.4034;393.0000;0.019430;-0.330847;0.001384;Healthy;WO444656;986.74
01-Jul-2026;  ENG-040 ;8;2026-01-01 08:00:00;642.4200;1595.8100;1410.0200;553.7500;2388.1600;9061.7600;47.4100;521.0500;2388.1300;8136.1500;8.4372;393.0000;0.027503;0.092855;0.001175;Healthy;WO999146;1,113.16
2026/07/01;ENG-079;17;2026-01-01 17:00:00;642.1800;1581.4500;1402.6800;553.6900;2388.0700;9055.8400;47.5000;521.6100;2388.1000;8134.3700;8.3809;393.0000;0.012262;-0.686156;0.001326;Healthy;WO289923;477.65
01-Jul-2026;  ENG-084 ;42;2026-01-02 18:00:00;642.4400;1582.0300;1394.2600;553.5400;2388.0500;9053.1700;47.3200;522.0400;2388.1100;8138.7400;8.4553;392.0000;0.021752;-0.749712;0.001485;healthy;WO559071;2,965.65
01-Jul-2026;ENG-046;38;2026-01-02 14:00:00;641.8900;1590.6000;1404.9700;553.9300;2388.0700;9066.0000;47.3000;521.6200;2388.1200;8146.0900;8.4448;392.0000;0.053898;-0.495886;0.003576;Healthy;WO370620;1666.38
2026/07/01;  ENG-059 ;2;2026-01-01 02:00:00;641.9500;1584.4500;1396.5400;553.9200;2388.0500;9054.8300;47.3000;522.2200;2388.0400;8139.2300;8.4134;391.0000;0.032215;-1.008389;0.001337;Healthy;WO938394;2237.13
2026-07-01;  ENG-061 ;16;2026-01-01 16:00:00;641.8500;1584.1600;1398.2900;554.5300;2387.9500;9068.2400;47.4300;522.2000;2388.0200;8147.0200;8.4090;392.0000;0.038614;-1.023123;0.000598;Healthy;WO541749;2373.17
2026/07/01;ENG-008;35;2026-01-02 11:00:00;642.0600;1585.9700;1400.1400;553.1800;2388.1100;9050.4900;47.5000;521.9600;2388.1100;8131.3000;8.4170;392.0000;0.023234;-0.552890;0.003216;Healthy;WO800224;955.08
2026-07-01;ENG-049;96;2026-01-05 00:00:00;642.4000;1581.2600;1397.0800;554.3500;2388.0500;9067.8600;47.1300;522.0600;2387.9900;8150.9800;8.3795;392.0000;0.022062;-2.648569;0.001827;Healthy;WO808741;2944.65
2026/07/01;ENG-054;14;2026-01-01 14:00:00;642.2600;1587.1400;1394.4600;554.5500;2387.9500;9058.7600;47.2700;522.9500;2387.9600;8144.1800;8.4340;390.0000;0.085478;-1.149959;0.007283;healthy;WO246741;504.78
2026-07-01;ENG-043;17;2026-01-01 17:00:00;642.4500;1582.4900;1398.2700;553.5100;2388.0700;9050.8400;47.4800;521.5900;2388.0400;8128.0100;8.3770;393.0000;0.004871;-0.760960;0.003230;Healthy;WO433864;2,753.18
2026-07-01;  ENG-089 ;49;2026-01-03 01:00:00;642.9700;1583.1600;1398.0400;553.2800;2388.1400;9049.5300;47.4300;521.8100;2388.0700;8129.4300;8.4222;391.0000;0.019727;-0.460951;0.001233;Healthy;WO843320;2565.46
01-Jul-2026;ENG-015;22;2026-01-01 22:00:00;642.1200;1583.0200;1397.1400;554.2200;2388.0500;9052.7800;47.2200;522.4800;2388.0700;8139.6700;8.4065;391.0000;0.032471;-1.102512;0.001726;HEALTHY;WO633036;1048.39
01-Jul-2026;ENG-063;21;2026-01-01 21:00:00;642.9400;1580.6000;1411.0600;553.8200;2388.1600;9050.4400;47.5000;521.7200;2388.1800;8128.5100;8.4302;392.0000;0.014235;-0.105114;0.004381;Healthy;WO153402;812.19
2026/07/01;ENG-018;23;2026-01-01 23:00:00;642.3900;1589.8600;1394.9400;554.3500;2388.0700;9065.3000;47.3200;521.9500;2387.9400;8142.8200;8.3811;391.0000;0.056979;-1.093646;0.000846;Healthy;WO451475;1,995.61
01-Jul-2026;ENG-092;28;2026-01-02 04:00:00;642.8500;1581.6500;1408.6300;553.4800;2388.0800;9050.2800;47.4000;521.7800;2388.1300;8121.6000;8.4133;393.0000;0.026887;-0.176164;0.002683;healthy;WO130117;2570.82
01-Jul-2026;  ENG-042 ;38;2026-01-02 14:00:00;641.6500;1581.7400;1392.5100;554.8600;2388.0100;9053.9700;47.2200;521.9200;2388.0000;8131.4700;8.3789;392.0000;0.016282;-1.186888;0.002889;Healthy;WO280712;2250.62
