ExportDate;EquipmentID;Cycle;Timestamp;Sensor_2;Sensor_3;Sensor_4;Sensor_7;Sensor_8;Sensor_9;Sensor_11;Sensor_12;Sensor_13;Sensor_14;Sensor_15;Sensor_17;LatentZ1;LatentZ2;NearestDistance;PredictedStatus;WorkOrder;MaintenanceCost
2026/07/03;ENG-041;123;2026-01-06 03:00:00;642.5400;1594.2400;1416.7600;553.0200;2388.1900;9036.8800;47.6400;520.6100;2388.2000;8115.8200;8.4533;395.0000;-0.112937;0.613723;0.011781;Warning;WO800224;8224.71
03-Jul-2026;ENG-028;158;2026-01-07 14:00:00;642.8600;1590.8100;1405.2800;553.2600;2388.1000;9065.8400;47.5900;521.6300;2388.1100;8134.6300;8.4564;393.0000;0.068493;0.067380;0.002900;Healthy;WO404561;
03-Jul-2026;ENG-060;147;2026-01-07 03:00:00;642.8600;1592.4600;1402.7700;553.3100;2388.1200;9054.2200;47.5300;521.6600;2388.0700;8136.1300;8.4484;394.0000;0.058966;0.013935;0.002561;Warning;WO774565;19,816.47
2026/07/03;ENG-036;126;2026-01-06 06:00:00;642.9400;1599.1900;1418.9800;552.3200;2388.1600;9056.3000;47.9400;520.0100;2388.2200;8136.9600;8.5259;394.0000;-0.346807;1.246723;0.008700;Warning;WO772464;12752.68
2026/07/03;ENG-009;55;2026-01-03 07:00:00;642.2700;1593.6100;1410.2700;552.5800;2388.1300;9057.5700;47.5800;521.6500;2388.1600;8134.7600;8.4293;392.0000;0.053331;0.039694;0.003437;Healthy;WO622987;1,517.24
2026-07-03;ENG-025;48;2026-01-03 00:00:00;642.9200;1584.0800;1403.1000;553.5500;2388.0800;9046.2000;47.3800;521.7500;2388.0700;8132.1800;8.4422;394.0000;0.031261;-0.320857;0.001332;Healthy;WO607699;777.23
2026-07-03;ENG-018;133;2026-01-06 13:00:00;643.0000;1600.4500;1419.1800;553.3600;2388.1400;9056.0900;47.7000;521.0600;2388.1900;8136.8000;8.4418;395.0000;-0.029792;0.653758;0.001196;Warning;WO117445;17106.11
2026-07-03;ENG-024;186;2026-01-08 18:00:00;643.2800;1593.8200;1415.1300;553.7800;2388.0800;9148.5600;47.7000;520.6900;2388.0700;8211.2100;8.4785;393.0000;0.996979;0.932909;0.085555;Warning;WO581992;9,084.31
2026-07-03;ENG-017;165;2026-01-07 21:00:00;642.9000;1599.1700;1412.5400;553.4900;2388.0600;9094.7200;47.5500;521.5200;2388.0300;8171.9800;8.4319;394.0000;0.232169;0.233409;0.019285;Warning;WO983532;8940.24
2026/07/03;  ENG-064 ;168;2026-01-08 00:00:00;643.0100;1597.9400;1417.1400;552.0500;2388.2200;9056.2500;47.7300;520.9700;2388.1300;8133.0000;8.4665;394.0000;-0.138985;0.883173;0.002277;Healthy;WO141468;605.08
2026-07-03;ENG-082;162;2026-01-07 18:00:00;643.5700;1597.9900;1427.6900;551.1500;2388.2000;9058.6400;48.0800;520.0200;2388.2900;8126.2000;8.5028;397.0000;-0.736259;1.702158;0.006176;warning;WO177959;7585.03
03-Jul-2026;ENG-096;97;2026-01-05 01:00:00;642.3000;1590.8800;1397.9400;553.9900;2388.0300;9062.4100;47.1400;522.3000;2388.0100;8148.2400;8.4110;391.0000;0.044562;-1.047048;0.001619;Healthy;WO723266;995.96
03-Jul-2026;ENG-061;159;2026-01-07 15:00:00;643.2900;1603.1600;1414.1700;552.7400;2388.1600;9065.7900;47.8100;520.9700;2388.1700;8147.5100;8.4725;395.0000;-0.029538;0.991684;0.004374;Warning;WO664058;21,354.05
2026-07-03;eng-057;160;2026-01-07 16:00:00;642.1700;1590.3800;1411.9500;552.4300;2388.1100;9043.8000;47.5900;521.6100;2388.1900;8131.7600;8.4603;394.0000;0.003712;0.217443;0.002293;warning;WO628373;6466.71
03-Jul-2026;ENG-084;172;2026-01-08 04:00:00;643.3900;1588.7000;1412.7300;552.4700;2388.1600;9050.5700;47.6000;520.8800;2388.2200;8130.6100;8.4791;395.0000;-0.146929;0.767077;0.007793;Warning;WO694223;10217.59
2026/07/03;ENG-001;31;2026-01-02 07:00:00;642.5800;1581.2200;1398.9100;554.4200;2388.0800;9056.4000;47.2300;521.7900;2388.0600;8130.1100;8.4024;393.0000;-0.006745;-0.732708;0.004475;healthy;WO772124;2,827.74
2026-07-03;  ENG-004 ;106;2026-01-05 10:00:00;642.7800;1594.5300;1406.8800;552.6400;2388.1300;9051.3000;47.6500;521.8800;2388.1100;8133.6400;8.4634;395.0000;0.012803;0.385672;0.001587;Healthy;WO773088;1474.69
2026-07-03;eng-059;94;2026-01-04 22:00:00;642.1800;1584.2400;1401.2100;553.7200;2388.0000;9055.0000;47.0800;521.7800;2388.0500;8140.3900;8.4267;390.0000;0.018417;-1.005476;0.000488;healthy;WO720407;2739.15
2026/07/03;ENG-063;155;2026-01-07 11:00:00;643.2600;1592.1900;1412.7400;552.8000;2388.1900;9052.5700;47.7900;521.1700;2388.1700;8131.3000;8.4704;393.0000;-0.033511;0.581153;0.004812;warning;WO571635;3037.63
03-Jul-2026;  ENG-091 ;234;2026-01-10 18:00:00;643.1800;1605.0500;1419.7400;552.2200;2388.2000;9052.1300;48.0100;520.9600;2388.2100;8123.7100;8.5104;395.0000;-0.280246;1.157946;0.001582;Warning;WO725920;8,651.21
03-Jul-2026;ENG-081;213;2026-01-09 21:00:00;643.4900;1598.3500;1427.8300;551.5300;2388.2000;9075.2600;48.1100;519.6700;2388.2200;8148.3700;8.4987;397.0000;-0.472832;1.699260;0.005503;Warning;WO199994;23,043.48
03-Jul-2026;ENG-033;50;2026-01-03 02:00:00;642.4200;1579.3600;1416.5300;553.5600;2388.1400;9059.5600;47.6100;520.9500;2388.1100;8134.2700;8.4463;392.0000;0.005904;0.078456;0.002352;Healthy;WO783984;1628.70
2026/07/03;ENG-021;148;2026-01-07 04:00:00;642.6600;1592.3200;1403.7700;553.8600;2388.0600;9087.2500;47.4600;522.0200;2388.0700;8168.5100;8.4410;392.0000;0.094402;-0.469511;0.001402;Warning;WO498658;17,273.59
03-Jul-2026;eng-035;198;2026-01-09 06:00:00;643.4000;1602.0200;1428.4200;551.7600;2388.2600;9079.8800;48.1000;519.8100;2388.2200;8153.8500;8.5141;395.0000;-0.394427;1.674345;0.008937;Warning;WO403528;1024.27
03-Jul-2026;ENG-068;187;2026-01-08 19:00:00;643.2100;1602.0700;1427.2500;552.0000;2388.2000;9086.5900;48.0400;520.4700;2388.2200;8160.3200;8.4867;396.0000;-0.074688;1.427986;0.018302;warning;WO857505;21121.49
2026-07-03;ENG-076;205;2026-01-09 13:00:00;643.1400;1603.4800;1420.0700;551.8200;2388.1800;9114.9900;48.0400;520.1900;2388.1400;8182.4500;8.5125;395.0000;0.341533;1.691500;;Warning;WO388086;7737.86
03-Jul-2026;ENG-039;37;2026-01-02 13:00:00;642.0900;1581.5800;1402.1700;554.0300;2388.0200;9061.9100;47.2000;521.9400;2388.0000;8147.3100;8.3904;393.0000;0.021953;-0.912571;0.003400;healthy;WO801765;2945.97
2026/07/03;ENG-093;244;2026-01-11 04:00:00;643.0200;1598.8400;1416.1900;552.8600;2388.1500;9074.8200;47.6700;520.6600;2388.1400;8155.6300;8.4826;392.0000;0.066277;0.714944;0.012183;Warning;WO381444;2331.07
2026/07/03;ENG-053;164;2026-01-07 20:00:00;642.8700;1602.7600;1418.1800;553.0900;2388.0800;9102.3300;47.7500;520.9800;2388.0500;8180.9700;8.4702;394.0000;0.499289;0.849735;0.012912;Warning;WO854024;13672.79
03-Jul-2026;ENG-090;146;2026-01-07 02:00:00;643.4500;1587.7800;1418.8500;552.3100;2388.1900;9087.5900;48.0000;521.3200;2388.0900;8156.4600;8.4686;393.0000;0.173680;0.898839;0.010885;WARNING;WO191537;11662.02
2026/07/03;  ENG-086 ;110;2026-01-05 14:00:00;643.0700;1586.2900;1404.8300;553.6500;2388.0500;9074.5300;47.5200;521.5200;2388.1300;8148.1400;8.4500;394.0000;0.091433;-0.006157;0.003469;healthy;WO734565;2,866.83
2026/07/03;ENG-097;134;2026-01-06 14:00:00;642.5900;1582.9600;1410.9200;554.0500;2388.0600;9076.3600;47.3800;521.5800;2388.0600;8155.4800;8.4500;395.0000;0.085234;-0.050769;0.002906;Healthy;WO434640;2100.13
2026/07/03;  ENG-080 ;133;2026-01-06 13:00:00;642.6400;1591.4100;1407.1500;552.6300;2388.1100;9069.7000;47.5700;521.0500;2388.0200;8142.8900;8.4671;393.0000;0.067125;0.230643;0.001478;Healthy;WO158840;2,123.39
03-Jul-2026;ENG-085;34;2026-01-02 10:00:00;642.5800;1582.9400;1413.2200;553.5500;2388.0700;9045.2300;47.7300;521.4300;2388.0900;8126.6000;8.4228;393.0000;0.016991;-0.059872;0.001621;Healthy;WO822794;1527.34
2026/07/03;ENG-031;196;2026-01-09 04:00:00;643.3100;1598.1900;1420.6600;551.4800;2388.1800;9090.9800;47.7800;519.5500;2388.2200;8157.8400;8.5015;395.0000;-0.174752;1.510247;0.009667;Warning;WO852204;17,284.85
03-Jul-2026;  ENG-074 ;137;2026-01-06 17:00:00;642.6100;1595.1600;1406.1500;552.4400;2388.1000;9063.3500;47.5400;521.3900;2388.0700;8139.5900;8.4362;392.0000;0.076938;0.154401;0.003042;healthy;WO258366;
2026/07/03;ENG-088;68;2026-01-03 20:00:00;642.9100;1593.6700;1405.2200;553.6800;2388.1400;9046.7500;47.3900;521.6900;2388.1800;8127.7900;8.4101;394.0000;0.023051;-0.095451;0.001092;healthy;WO748665;777.03
03-Jul-2026;ENG-008;166;2026-01-07 22:00:00;642.5900;1591.9100;1413.8900;553.5100;2388.1400;9049.9600;47.5900;520.5300;2388.1200;8127.8400;8.4744;393.0000;-0.042401;0.393075;0.002973;Healthy;WO267457;2804.57
2026-07-03;ENG-078;72;2026-01-04 00:00:00;641.7800;1580.6600;1389.3300;554.9300;2387.9900;9062.9400;47.2000;522.5100;2387.9600;8148.4600;8.3793;391.0000;0.062257;-1.259673;0.002537;Healthy;WO516176;2879.93
03-Jul-2026;ENG-027;140;2026-01-06 20:00:00;642.5600;1586.5600;1407.1600;553.3000;2388.0600;9049.4500;47.4400;521.6400;2388.1400;8124.1500;8.4400;392.0000;0.042342;-0.104305;0.000995;Healthy;WO401769;2,046.04
2026-07-03;ENG-019;135;2026-01-06 15:00:00;642.7900;1588.8800;1406.3200;553.8700;2388.1000;9055.5400;47.3500;521.4800;2388.0600;8140.2000;8.4768;393.0000;0.058798;-0.104398;0.001087;Healthy;WO759827;
2026-07-03;  ENG-007 ;160;2026-01-07 16:00:00;642.1000;1589.5900;1413.5700;553.4200;2388.0400;9070.9900;47.3200;522.3200;2388.0700;8149.1900;8.4028;393.0000;0.073278;-0.463421;0.000573;WARNING;WO571435;3,142.84
2026/07/03;ENG-031;196;2026-01-09 04:00:00;643.3100;1598.1900;1420.6600;551.4800;2388.1800;9090.9800;47.7800;519.5500;2388.2200;8157.8400;8.5015;395.0000;-0.174752;1.510247;0.009667;Warning;WO852204;17,284.85
2026/07/03;ENG-072;131;2026-01-06 11:00:00;642.9000;1588.4900;1410.5700;553.5200;2388.1100;9072.0300;47.6900;521.4700;2388.0900;8149.2700;8.4450;394.0000;0.083598;0.137292;0.005062;HEALTHY;WO673095;2754.85
2026-07-03;ENG-023;130;2026-01-06 10:00:00;642.0300;1588.7700;1403.0600;554.1500;2388.0500;9051.1000;47.2200;521.8300;2388.0800;8133.6000;8.4249;392.0000;0.014776;-0.675506;0.003500;Healthy;WO165306;1580.12
03-Jul-2026;ENG-100;198;2026-01-09 06:00:00;642.9500;1601.6200;1424.9900;552.4800;2388.0600;9155.0300;47.8000;521.0700;2388.0500;8214.6400;8.4903;396.0000;1.218626;1.417504;0.038073;warning;WO988970;10701.23
03-Jul-2026;ENG-033;50;2026-01-03 02:00:00;642.4200;1579.3600;1416.5300;553.5600;2388.1400;9059.5600;47.6100;520.9500;2388.1100;8134.2700;8.4463;392.0000;0.005904;0.078456;0.002352;Healthy;WO783984;1628.70
2026/07/03;ENG-045;152;2026-01-07 08:00:00;642.7500;1598.5900;1410.3300;553.2000;2388.1500;9067.3100;47.5700;520.7600;2388.1500;8140.5600;8.4695;394.0000;0.002942;0.523684;0.003257;Healthy;WO691573;2494.88
2026/07/03;ENG-038;125;2026-01-06 05:00:00;643.0400;1588.2300;1404.9100;553.0900;2388.1400;9086.1800;47.8600;520.9100;2388.1500;8160.7600;8.4695;393.0000;0.117346;0.502145;0.003035;Warning;WO894068;15585.10
2026-07-03;ENG-044;54;2026-01-03 06:00:00;642.4900;1582.3000;1415.2900;552.9700;2388.1300;9057.7700;47.5200;521.7300;2388.1000;8131.4400;8.4391;392.0000;0.045964;-0.071550;0.003394;Healthy;WO965708;780.02
2026/07/03;ENG-050;74;2026-01-04 02:00:00;642.6600;1582.5900;1397.6500;553.1800;2388.0500;9066.8400;47.5000;521.9100;2388.0600;8142.0700;8.4719;393.0000;0.072362;-0.361669;0.000559;HEALTHY;WO772687;1955.35
2026-07-03;ENG-030;143;2026-01-06 23:00:00;642.5400;1599.2200;1408.6200;553.0100;2388.1200;9057.7100;47.6100;521.3200;2388.1300;8135.4400;8.4829;393.0000;0.031231;0.296377;0.002971;Warning;WO715336;2028.52
2026/07/03;ENG-026;76;2026-01-04 04:00:00;642.3100;1580.9800;1402.4000;554.4500;2388.0200;9074.0100;47.4000;521.9300;2387.9800;8151.6400;8.4331;392.0000;0.051055;-0.825465;0.002043;Healthy;WO839142;2,129.72
2026-07-03;ENG-048;78;2026-01-04 06:00:00;642.7700;1591.3400;1402.7300;553.8300;2388.1000;9054.1400;47.7000;522.0300;2388.1500;8137.2400;8.4515;393.0000;0.064264;-0.036645;0.000507;Healthy;WO515182;58.90
2026-07-03;ENG-099;97;2026-01-05 01:00:00;642.0000;1585.0300;1397.9800;554.7500;2388.0100;9067.1600;47.2600;521.8200;2388.0200;8150.3800;8.4003;391.0000;0.036188;-1.057630;0.001245;Healthy;WO128223;1411.79
03-Jul-2026;  ENG-087 ;56;2026-01-03 08:00:00;642.1800;1584.3300;1391.4800;554.3900;2388.0400;9056.9900;47.4000;522.1500;2388.0200;8146.9400;8.4313;393.0000;0.040937;-0.795519;0.001998;Healthy;WO614435;1,681.46
03-Jul-2026;ENG-067;71;2026-01-03 23:00:00;642.3900;1593.8600;1409.9700;554.5200;2388.1200;9046.2600;47.2700;521.7500;2388.1100;8141.9800;8.3732;392.0000;0.019958;-0.413715;0.000473;Healthy;WO499152;1,963.73
2026/07/03;ENG-066;147;2026-01-07 03:00:00;643.3400;1599.3800;1422.9800;552.0600;2388.0900;9122.3000;47.9200;520.7500;2388.1100;8197.6900;8.4838;396.0000;0.793422;1.569409;0.017194;Warning;WO602184;17634.16
2026-07-03;  ENG-029 ;171;2026-01-08 03:00:00;642.5300;1585.7200;1405.8800;553.2900;2388.0800;9074.1100;47.2600;521.5700;2388.0700;8147.2700;8.4202;393.0000;0.070916;-0.304793;0.003046;Healthy;WO883641;646.10
2026/07/03;ENG-034;203;2026-01-09 11:00:00;643.7400;1600.3800;1427.4900;551.7700;2388.2900;9036.2700;48.1300;519.4400;2388.2500;8122.1100;8.5158;397.0000;-0.999520;1.794920;0.010335;Warning;WO284327;1679.42
2026/07/03;ENG-013;195;2026-01-09 03:00:00;642.3700;1591.3100;1414.5100;553.2800;2388.1000;9060.9200;47.5200;521.3000;2388.1200;8146.8000;8.4336;394.0000;0.052165;0.157904;0.002000;Healthy;WO177103;1378.55
2026-07-03;ENG-002;49;2026-01-03 01:00:00;642.5500;1586.5900;1410.8300;553.5200;2388.1000;9044.7700;47.6700;521.7400;2388.0900;8126.9000;8.4505;391.0000;0.028964;-0.065612;0.001050;Healthy;WO690996;
2026-07-03;  ENG-083 ;73;2026-01-04 01:00:00;642.8100;1594.6800;1406.9000;553.8700;2388.0600;9058.7000;47.2000;521.6700;2388.0900;8141.3800;8.4309;392.0000;0.049753;-0.240531;0.002122;Healthy;WO317221;2269.15
2026-07-03;  ENG-056 ;136;2026-01-06 16:00:00;643.3200;1598.6000;1416.8500;551.4500;2388.2300;9035.5500;48.0200;520.0000;2388.2300;8116.7000;8.5235;395.0000;-0.790296;1.421867;0.023079;Warning;WO151040;1870.53
2026-07-03;eng-043;172;2026-01-08 04:00:00;642.7700;1594.1900;1418.4000;552.2500;2388.1300;9052.9300;47.6000;520.8600;2388.1600;8135.4600;8.4456;394.0000;-0.029279;0.617830;0.003103;Warning;WO577079;15458.88
03-Jul-2026;  ENG-095 ;89;2026-01-04 17:00:00;641.9700;1586.2500;1398.6100;553.4700;2388.0800;9052.1400;47.4200;521.9500;2388.1000;8135.1400;8.4294;394.0000;0.030907;-0.531920;0.001233;Healthy;WO448354;1170.68
2026-07-03;ENG-073;112;2026-01-05 16:00:00;642.2700;1576.9300;1398.6200;554.4100;2388.0800;9051.3900;47.2500;522.0200;2388.0500;8136.8700;8.4317;393.0000;0.006234;-0.826615;0.001827;Healthy;WO177941;2021.24
2026-07-03;  ENG-006 ;105;2026-01-05 09:00:00;643.0500;1586.9400;1404.4900;553.7300;2388.1400;9055.8300;47.5100;521.5600;2388.1500;8139.0200;8.4452;393.0000;0.051688;-0.046047;0.001826;Healthy;WO462147;435.76
2026/07/03;ENG-079;101;2026-01-05 05:00:00;642.4300;1590.9400;1405.3900;553.4000;2388.1500;9040.3900;47.6600;521.5500;2388.1400;8125.5500;8.4516;393.0000;-0.010650;0.093568;0.003448;Healthy;WO989053;2975.44
2026-07-03;  ENG-022 ;39;2026-01-02 15:00:00;642.5000;1583.4200;1410.1600;554.0400;2388.0900;9055.4100;47.3600;521.7700;2388.1100;8133.1200;8.4143;392.0000;0.024167;-0.456406;;Healthy;WO258787;651.48
2026/07/03;ENG-046;146;2026-01-07 02:00:00;642.7900;1594.2800;1413.1700;552.7300;2388.1200;9080.6100;47.7400;520.9700;2388.1100;8153.8600;8.4628;393.0000;0.102266;0.594316;0.004225;Warning;WO645617;17263.14
2026-07-03;ENG-032;145;2026-01-07 01:00:00;642.9600;1587.3700;1406.2200;553.8400;2388.0500;9105.1300;47.4800;522.3000;2388.0500;8173.9000;8.4380;394.0000;0.136283;-0.304039;0.017880;Warning;WO598807;5626.83
2026-07-03;ENG-014;46;2026-01-02 22:00:00;642.9100;1591.3900;1408.3500;553.7500;2388.1700;9037.3500;47.5700;520.6600;2388.1000;8118.1000;8.4233;393.0000;-0.065137;0.222637;0.009678;Healthy;WO513037;2961.02
03-Jul-2026;ENG-011;83;2026-01-04 11:00:00;642.4200;1587.7300;1414.2200;552.8000;2388.2100;9037.1100;47.6700;520.7400;2388.1800;8116.8500;8.4640;394.0000;-0.105494;0.467680;0.022862;Healthy;WO593446;74.12
2026-07-03;ENG-082;162;2026-01-07 18:00:00;643.5700;1597.9900;1427.6900;551.1500;2388.2000;9058.6400;48.0800;520.0200;2388.2900;8126.2000;8.5028;397.0000;-0.736259;1.702158;0.006176;warning;WO177959;7585.03
2026-07-03;ENG-098;121;2026-01-06 01:00:00;642.6800;1599.5100;1415.4700;553.4400;2388.1300;9062.3400;47.6600;521.5300;2388.0900;8146.3900;8.4235;394.0000;0.056391;0.230485;0.002059;Warning;WO924040;3556.09
03-Jul-2026;ENG-094;133;2026-01-06 13:00:00;642.7700;1589.5000;1420.9400;552.7800;2388.1700;9051.2200;47.8100;520.6200;2388.1300;8133.3600;8.5167;393.0000;-0.066705;0.725630;0.001998;Warning;WO358568;12798.42
03-Jul-2026;  ENG-047 ;73;2026-01-04 01:00:00;642.7300;1587.0900;1402.7900;553.0500;2388.1600;9038.3200;47.4400;521.2900;2388.1400;8125.5700;8.4586;392.0000;-0.007973;0.030378;0.000741;Healthy;WO575458;1275.50
2026-07-03;ENG-005;98;2026-01-05 02:00:00;642.2700;1589.9400;1419.3600;553.2900;2388.1000;9053.9900;47.4600;521.0000;2388.1500;8125.7400;8.4362;394.0000;-0.007350;0.110242;0.002934;Healthy;WO265759;1,478.54
2026-07-03;ENG-070;152;2026-01-07 08:00:00;642.7100;1588.5600;1406.4900;553.0100;2388.1000;9054.8400;47.6700;521.6500;2388.1100;8133.8800;8.4349;394.0000;0.042828;0.115906;0.001411;Healthy;WO341192;2508.42
2026/07/03;ENG-054;121;2026-01-06 01:00:00;642.4300;1580.8900;1399.8400;555.0700;2388.0500;9064.4300;47.3400;522.2800;2387.9700;8143.6400;8.3926;392.0000;0.039728;-1.078370;0.001505;Healthy;WO860242;145.04
03-Jul-2026;eng-089;177;2026-01-08 09:00:00;642.9100;1588.9400;1407.4300;553.1800;2388.0800;9057.5800;47.3600;521.4700;2388.1200;8130.7600;8.4575;395.0000;0.033793;0.143876;0.002209;Healthy;WO875584;1,114.07
2026-07-03;ENG-065;71;2026-01-03 23:00:00;641.7500;1588.1000;1398.1700;554.3900;2388.0300;9063.1700;47.1000;522.6500;2388.0300;8153.0600;8.4240;392.0000;-0.024443;-2.656681;0.005940;Healthy;WO449138;2,731.53
03-Jul-2026;ENG-069;54;2026-01-03 06:00:00;642.3100;1593.6800;1403.9600;553.6600;2388.1200;9048.6200;47.3700;521.8400;2388.1600;8128.3900;8.4387;393.0000;0.043194;-0.126390;0.001488;Healthy;WO877259;819.28
2026-07-03;ENG-052;189;2026-01-08 21:00:00;643.1500;1600.9600;1412.0500;553.1900;2388.1100;9122.6000;47.5500;521.2700;2388.0700;8192.0200;8.4645;395.0000;0.693034;0.818684;0.032596;Warning;WO512151;18,414.17
2026-07-03;ENG-075;88;2026-01-04 16:00:00;642.1300;1594.4700;1403.3000;554.1100;2388.1200;9051.2800;47.4000;521.5200;2388.1000;8132.1400;8.4316;392.0000;0.016849;-0.542773;0.001534;Healthy;WO746467;1,994.89
2026-07-03;  ENG-062 ;232;2026-01-10 16:00:00;642.8300;1594.7800;1407.8600;553.8100;2388.0300;9096.2000;47.5200;521.2000;2388.0600;8162.0800;8.4622;394.0000;0.190128;0.166018;0.020895;warning;WO532723;14,286.34
2026-07-03;ENG-077;162;2026-01-07 18:00:00;642.7900;1593.8100;1418.6200;552.2400;2388.2500;9045.4300;47.8100;520.1600;2388.2100;8128.1600;8.4543;396.0000;-0.337457;1.001277;0.021943;Warning;WO212214;13,490.13
2026-07-03;ENG-058;176;2026-01-08 08:00:00;643.0100;1596.7200;1418.4200;553.0700;2388.2400;9058.1200;47.7800;521.2000;2388.2000;8128.8200;8.4970;392.0000;-0.107689;0.874037;0.003790;Warning;WO436241;22005.45
03-Jul-2026;ENG-010;192;2026-01-09 00:00:00;643.0000;1589.5000;1398.9900;552.8800;2388.1100;9060.8800;47.5900;521.8200;2388.0800;8141.9100;8.4194;393.0000;0.078432;-0.081656;0.002445;Healthy;WO470037;
2026/07/03;  ENG-049 ;303;2026-01-13 15:00:00;643.2100;1607.5500;1425.3000;552.0000;2388.2100;9052.4800;48.0100;520.2700;2388.2200;8132.4600;8.5168;396.0000;-0.550337;1.573266;0.011920;warning;WO163182;2470.26
03-Jul-2026;ENG-039;37;2026-01-02 13:00:00;642.0900;1581.5800;1402.1700;554.0300;2388.0200;9061.9100;47.2000;521.9400;2388.0000;8147.3100;8.3904;393.0000;0.021953;-0.912571;0.003400;healthy;WO801765;2945.97
2026-07-03;ENG-055;113;2026-01-05 17:00:00;642.2000;1585.6800;1399.6300;553.3700;2388.0900;9056.1600;47.5000;521.9200;2388.0400;8135.6200;8.4276;393.0000;0.043837;-0.511482;0.002810;healthy;WO316092;
03-Jul-2026;ENG-092;150;2026-01-07 06:00:00;644.0300;1597.0600;1414.0700;550.8800;2388.2300;9049.2500;47.9800;520.1700;2388.1900;8122.8900;8.4804;394.0000;-0.731151;1.436049;0.024778;Warning;WO686716;24471.79
03-Jul-2026;ENG-020;184;2026-01-08 16:00:00;643.7500;1595.1200;1419.6000;552.1900;2388.1400;9066.4900;48.1300;520.6400;2388.2100;8138.8600;8.4690;395.0000;-0.369782;1.448610;0.011005;Warning;WO706574;18257.88
