ExportDate;EquipmentID;Cycle;Timestamp;Sensor_2;Sensor_3;Sensor_4;Sensor_7;Sensor_8;Sensor_9;Sensor_11;Sensor_12;Sensor_13;Sensor_14;Sensor_15;Sensor_17;LatentZ1;LatentZ2;NearestDistance;PredictedStatus;WorkOrder;MaintenanceCost
2026/07/02;  ENG-093 ;96;2026-01-05 00:00:00;642.8000;1596.1900;1406.4200;552.6400;2388.1100;9063.3100;47.4400;520.9200;2388.1200;8140.3900;8.4569;393.0000;0.040131;0.368670;0.002823;WARNING;WO495887;12,324.08
2026-07-02;ENG-098;57;2026-01-03 09:00:00;642.3400;1582.9300;1401.6100;554.1100;2388.0800;9060.1900;47.2600;521.6900;2388.0800;8142.6600;8.4054;394.0000;0.021209;-0.637446;0.000622;Healthy;WO368319;2396.22
02-Jul-2026;ENG-042;61;2026-01-03 13:00:00;641.9500;1587.7300;1400.8100;555.0800;2388.0200;9042.3300;47.2600;521.9300;2388.0300;8136.3900;8.4158;392.0000;0.010367;-1.022274;0.002184;Healthy;WO768400;
2026/07/02;ENG-020;104;2026-01-05 08:00:00;642.5000;1588.2800;1399.5200;553.6300;2388.0700;9066.1500;47.4000;521.8700;2388.1300;8144.1300;8.4122;393.0000;0.056449;-0.339654;0.001899;Healthy;WO790974;1201.52
2026-07-02;ENG-063;71;2026-01-03 23:00:00;642.4200;1587.9100;1407.6500;552.9100;2388.1100;9047.1000;47.4800;521.7100;2388.1300;8132.2800;8.4514;392.0000;0.046889;-0.078175;0.000532;Warning;WO856432;16338.75
02-Jul-2026;ENG-043;86;2026-01-04 14:00:00;642.6400;1591.8600;1409.1400;554.1700;2388.0900;9051.2000;47.4500;521.6500;2388.0800;8128.4200;8.3989;393.0000;0.028409;-0.314847;0.001968;Warning;WO611173;5,662.16
2026/07/02;ENG-058;88;2026-01-04 16:00:00;642.5100;1585.9900;1398.3900;553.9000;2388.0600;9054.8700;47.4500;522.0700;2388.1200;8135.2100;8.4136;393.0000;0.020583;-0.611137;0.000386;Healthy;WO963915;912.06
2026-07-02;ENG-043;96;2026-01-05 00:00:00;641.9700;1579.2600;1409.9300;553.6400;2388.0900;9055.6300;47.5500;521.5300;2388.0900;8129.7100;8.3779;393.0000;0.026962;-0.355364;0.001554;Healthy;WO141928;1,086.52
2026-07-02;ENG-014;29;2026-01-02 05:00:00;642.5600;1587.6600;1418.6900;552.9100;2388.1600;9024.5300;47.5200;521.7100;2388.1600;8115.4400;8.4619;393.0000;-0.063346;0.187676;0.010348;Healthy;WO740468;398.05
2026-07-02;  ENG-068 ;71;2026-01-03 23:00:00;642.2800;1588.7900;1395.8200;553.4800;2388.0600;9059.0600;47.6300;522.0100;2388.0800;8135.7700;8.4301;392.0000;0.061883;-0.385950;0.001402;Healthy;WO839540;2813.02
02-Jul-2026;ENG-054;59;2026-01-03 11:00:00;642.4700;1587.9500;1396.3600;554.6200;2387.9700;9057.3300;47.2300;522.6800;2388.0600;8140.4000;8.3905;391.0000;0.033990;-1.094222;0.001544;Healthy;WO370004;1,241.88
2026/07/02;  ENG-064 ;60;2026-01-03 12:00:00;642.1200;1598.4700;1402.5800;553.6600;2388.1000;9060.0400;47.4100;521.6400;2388.0300;8143.2000;8.4553;390.0000;0.061287;-0.553961;0.002271;Healthy;WO979801;400.66
2026-07-02;ENG-051;54;2026-01-03 06:00:00;642.2900;1586.8300;1401.1000;553.1200;2388.0800;9055.0700;47.4300;521.5800;2388.1200;8127.3200;8.4443;393.0000;0.039837;-0.270357;0.000669;Healthy;WO288659;1,887.21
2026-07-02;ENG-020;115;2026-01-05 19:00:00;642.4400;1587.6900;1401.0600;553.6200;2388.0700;9054.3100;47.5000;521.4900;2388.1000;8141.1400;8.4384;393.0000;0.053566;-0.249838;0.001897;Healthy;WO962919;
02-Jul-2026;ENG-100;112;2026-01-05 16:00:00;641.7100;1594.0600;1403.9300;554.0300;2388.0300;9065.1300;47.3700;522.1900;2388.0700;8140.0700;8.4401;392.0000;0.046500;-0.734002;0.001794;Healthy;WO559862;1880.18
2026/07/02;ENG-024;79;2026-01-04 07:00:00;642.0700;1584.0600;1400.7600;553.9100;2388.0200;9066.0200;47.3700;522.5700;2387.9700;8149.4000;8.4166;391.0000;0.069597;-1.009902;0.003735;Healthy;WO824014;2459.80
2026/07/02;eng-068;77;2026-01-04 05:00:00;642.5200;1585.5200;1404.5000;554.3600;2388.1000;9048.1600;47.4400;521.8900;2388.0900;8134.9400;8.4221;392.0000;0.022816;-0.419382;0.003929;Healthy;WO987100;732.85
2026-07-02;  ENG-021 ;89;2026-01-04 17:00:00;641.8700;1587.8700;1395.3500;554.3600;2388.0100;9060.3100;47.1200;521.8400;2388.0500;8138.5900;8.3686;391.0000;0.013133;-1.080917;0.002537;Healthy;WO563421;
02-Jul-2026;  ENG-043 ;92;2026-01-04 20:00:00;643.0200;1592.7300;1399.1700;553.4200;2388.0800;9048.9400;47.4900;521.6800;2388.1000;8127.3300;8.4078;394.0000;0.045188;-0.115955;0.001830;healthy;WO311482;86.51
02-Jul-2026;ENG-070;72;2026-01-04 00:00:00;642.7400;1586.6900;1405.8400;553.1000;2388.1100;9046.2600;47.5400;521.9100;2388.1400;8132.7800;8.4535;391.0000;0.036534;-0.309567;0.002214;Healthy;WO807107;333.35
2026-07-02;eng-064;90;2026-01-04 18:00:00;642.4000;1589.2500;1402.4000;553.9300;2388.1300;9061.4100;47.5100;521.8300;2388.0900;8145.6300;8.4569;393.0000;0.060394;-0.344803;0.001245;healthy;WO252443;2,861.73
02-Jul-2026;  ENG-049 ;157;2026-01-07 13:00:00;642.3700;1587.6000;1396.2600;554.3700;2388.0600;9057.6400;47.3100;522.5300;2388.0400;8138.7800;8.4138;393.0000;0.037362;-0.875653;0.002663;Healthy;WO198589;1,087.91
2026-07-02;ENG-038;73;2026-01-04 01:00:00;642.7400;1591.1300;1408.1800;552.7200;2388.1600;9057.8300;47.7800;521.4100;2388.1300;8135.2700;8.4497;393.0000;0.014475;0.373511;0.002463;Warning;WO919059;17834.40
2026-07-02;ENG-099;56;2026-01-03 08:00:00;641.5000;1582.1000;1397.6300;554.8300;2388.0000;9058.3100;47.1000;522.6200;2388.0100;8144.9900;8.3844;392.0000;0.037497;-1.289662;0.001691;Healthy;WO797110;2,449.49
2026/07/02;ENG-018;73;2026-01-04 01:00:00;642.8700;1592.8200;1409.5700;554.8200;2388.1200;9062.6700;47.2200;521.7600;2388.0000;8140.7300;8.3918;392.0000;0.024946;-0.685542;0.001968;Healthy;WO409237;897.44
2026-07-02;ENG-065;46;2026-01-02 22:00:00;642.6000;1583.3700;1397.1700;554.2400;2388.0500;9066.2400;47.1400;522.4500;2387.9600;8149.9400;8.4126;392.0000;0.065797;-1.040952;0.002826;Healthy;WO529391;231.46
2026-07-02;ENG-020;108;2026-01-05 12:00:00;643.0500;1583.4200;1407.1600;553.5400;2388.0500;9068.2300;47.3500;521.9600;2388.0800;8142.5000;8.4333;394.0000;0.063480;-0.330352;0.000854;Healthy;WO159644;1699.05
2026/07/02;eng-035;125;2026-01-06 05:00:00;642.7700;1591.5400;1402.3600;553.4400;2388.1200;9054.2900;47.5600;521.4200;2388.1400;8140.5100;8.4287;393.0000;0.053054;0.022663;0.001869;Healthy;WO843692;2406.18
2026/07/02;ENG-064;69;2026-01-03 21:00:00;642.4400;1589.3100;1405.5700;554.1400;2388.0600;9056.5000;47.2200;522.0900;2388.0600;8141.8800;8.4683;390.0000;0.039880;-0.570974;0.003782;Healthy;WO656589;1,547.16
2026-07-02;ENG-097;63;2026-01-03 15:00:00;642.4100;1585.9100;1406.0500;554.7700;2388.0400;9064.8200;47.3300;522.2200;2388.0300;8156.3600;8.4320;392.0000;0.052795;-0.836869;0.003883;Healthy;WO579240;2,581.15
2026/07/02;eng-010;106;2026-01-05 10:00:00;641.8700;1589.3800;1399.9000;554.1000;2388.0200;9064.1100;47.2800;521.8300;2388.0500;8139.9900;8.4345;393.0000;0.035712;-0.685729;0.000961;Healthy;WO732016;582.87
02-Jul-2026;ENG-088;32;2026-01-02 08:00:00;642.9000;1591.0600;1407.0400;553.0800;2388.2000;9039.5700;47.4800;521.5700;2388.1900;8122.9700;8.4502;392.0000;-0.011254;0.042851;0.000890;Healthy;WO183300;1,044.67
2026/07/02;ENG-089;87;2026-01-04 15:00:00;642.3000;1587.3300;1412.8700;553.2000;2388.1100;9043.7000;47.6000;521.6200;2388.1300;8127.1000;8.4048;393.0000;0.023084;-0.140338;0.001834;Healthy;WO991825;1,937.80
2026/07/02;ENG-089;68;2026-01-03 20:00:00;642.4100;1587.5600;1409.5700;553.1600;2388.0700;9045.6300;47.4500;521.6400;2388.1400;8130.2600;8.4090;392.0000;0.031909;-0.334883;0.001917;healthy;WO763557;2429.13
2026/07/02;ENG-002;21;2026-01-01 21:00:00;642.3200;1590.7200;1402.4000;553.3000;2388.0800;9047.4900;47.6200;521.4400;2388.1200;8134.0800;8.4513;394.0000;0.051070;-0.102620;0.003064;Healthy;WO582003;
02-Jul-2026;ENG-098;68;2026-01-03 20:00:00;642.5600;1586.9300;1403.4400;553.8200;2388.1100;9060.0200;47.5900;521.9200;2388.0900;8139.5700;8.4172;392.0000;0.044917;-0.455177;0.001245;Healthy;WO286586;393.61
2026-07-02;eng-077;56;2026-01-03 08:00:00;642.3200;1580.1200;1403.9300;554.4000;2388.0300;9051.7900;47.3100;521.9900;2388.0400;8133.7400;8.4287;393.0000;0.009409;-0.710587;0.001036;Healthy;WO593591;334.57
2026-07-02;  ENG-059 ;57;2026-01-03 09:00:00;641.9800;1582.1000;1397.9000;554.0600;2388.0200;9053.7200;47.1600;522.7200;2388.0100;8140.4700;8.4078;391.0000;0.060504;-1.243550;0.000488;HEALTHY;WO379346;249.98
2026/07/02;ENG-014;17;2026-01-01 17:00:00;642.0400;1587.1700;1411.3800;553.2800;2388.1400;9039.3000;47.5900;520.7300;2388.1800;8117.3700;8.4416;393.0000;-0.066716;0.184199;0.013325;Healthy;WO597866;1014.60
2026/07/02;ENG-073;66;2026-01-03 18:00:00;642.1400;1583.6900;1395.9700;554.6200;2388.0700;9055.6000;47.1600;521.9600;2388.0400;8132.7200;8.4016;391.0000;0.009922;-1.003671;0.003127;Healthy;WO686185;2,474.22
02-Jul-2026;  ENG-050 ;50;2026-01-03 02:00:00;641.8900;1588.4000;1409.5600;554.2300;2388.0300;9061.3300;47.5000;522.3200;2388.0600;8137.9800;8.4524;392.0000;0.050797;-0.615697;0.001875;Healthy;WO100424;1088.24
2026-07-02;eng-091;142;2026-01-06 22:00:00;642.7200;1591.6500;1410.5500;552.8800;2388.1200;9051.0400;47.5800;520.3000;2388.1900;8127.0900;8.4278;394.0000;-0.047053;0.455134;0.001601;Warning;WO234237;15,066.89
02-Jul-2026;ENG-040;54;2026-01-03 06:00:00;643.0400;1594.5200;1416.6400;552.7500;2388.1400;9059.9300;47.8300;521.2000;2388.0900;8133.4000;8.4206;394.0000;0.002761;0.469462;0.002316;HEALTHY;WO432752;2,965.59
2026/07/02;ENG-093;123;2026-01-06 03:00:00;642.9000;1592.8200;1407.7900;553.0400;2388.0800;9064.2100;47.5500;521.5800;2388.1100;8140.8600;8.4538;394.0000;0.070582;0.188070;0.001751;healthy;WO396414;1,231.65
02-Jul-2026;ENG-023;85;2026-01-04 13:00:00;641.8300;1583.8200;1397.2100;553.9500;2388.0300;9054.9700;47.1800;522.2700;2388.0500;8134.4700;8.3886;391.0000;0.024448;-1.108361;0.001381;Healthy;WO598731;2506.74
2026/07/02;ENG-052;80;2026-01-04 08:00:00;641.8300;1585.2900;1404.4000;554.2900;2388.0600;9057.0400;47.3000;522.2000;2387.9500;8135.6000;8.3847;392.0000;0.031876;-1.030558;0.000913;Healthy;WO580805;774.72
2026/07/02;ENG-035;92;2026-01-04 20:00:00;642.9400;1588.0500;1415.3000;553.3800;2388.1200;9058.6200;47.5000;520.7500;2388.1800;8133.7900;8.4441;393.0000;-0.011573;0.337896;0.002790;Healthy;WO387551;842.14
2026-07-02;ENG-013;102;2026-01-05 06:00:00;642.0600;1594.9400;1402.9200;553.6800;2388.0100;9060.9400;47.5100;521.8900;2388.0200;8143.5000;8.4141;391.0000;0.062095;-0.605270;0.003431;Healthy;WO285475;1149.95
2026-07-02;  ENG-049 ;120;2026-01-06 00:00:00;642.4500;1584.2400;1399.3400;554.4500;2387.9900;9064.8200;47.1900;522.4100;2388.0400;8141.3900;8.4196;392.0000;0.039564;-1.082522;0.000977;Healthy;WO674842;1301.57
2026/07/02;eng-100;94;2026-01-04 22:00:00;642.0500;1586.6900;1405.4400;553.4100;2388.0100;9069.2400;47.2400;521.9700;2388.0100;8136.8100;8.4102;392.0000;0.040461;-0.729554;0.000000;Healthy;WO987802;934.32
2026/07/02;ENG-019;60;2026-01-03 12:00:00;642.7100;1591.4200;1397.4300;554.4500;2388.0100;9062.6000;47.1500;522.3200;2388.0100;8144.0400;8.4253;391.0000;0.044060;-0.966956;0.001444;Healthy;WO441403;2,697.55
2026/07/02;ENG-054;67;2026-01-03 19:00:00;641.6800;1582.7000;1399.9400;555.0400;2387.9900;9054.4800;47.0300;522.5100;2388.0500;8136.9500;8.3451;392.0000;0.024321;-1.328422;0.003183;Healthy;WO752839;1123.96
02-Jul-2026;eng-049;114;2026-01-05 18:00:00;642.3900;1588.1100;1400.2300;554.8100;2388.0000;9064.0500;47.0500;522.2500;2388.0000;8141.8700;8.4234;392.0000;0.038410;-1.079211;0.000691;Healthy;WO827766;2596.53
02-Jul-2026;ENG-057;92;2026-01-04 20:00:00;642.2400;1596.8300;1406.2200;553.6500;2388.0800;9048.2000;47.5200;521.9100;2388.0400;8123.0700;8.4326;392.0000;0.050052;-0.199370;;HEALTHY;WO249191;2727.20
2026-07-02;ENG-078;33;2026-01-02 09:00:00;641.6800;1584.3500;1399.2800;555.1700;2388.0100;9052.8100;47.1200;522.8600;2388.0200;8145.1100;8.4096;392.0000;0.053636;-1.299318;0.001794;HEALTHY;WO351617;1,363.63
2026/07/02;ENG-040;47;2026-01-02 23:00:00;642.6500;1592.5700;1409.1200;552.8800;2388.1600;9051.3100;47.6100;521.5700;2388.1500;8138.8700;8.4547;393.0000;0.020609;0.239387;0.001542;Healthy;WO342150;1781.06
2026-07-02;ENG-100;88;2026-01-04 16:00:00;642.1800;1578.6800;1404.8300;554.2400;2388.0400;9059.2400;47.3100;522.0600;2388.1000;8143.5100;8.3862;391.0000;0.011495;-1.003646;0.002847;Healthy;WO773816;1,079.42
2026-07-02;eng-020;113;2026-01-05 17:00:00;642.7100;1590.1900;1405.7000;553.7300;2388.0500;9071.2600;47.4900;521.9800;2388.0700;8140.3700;8.4392;391.0000;0.075466;-0.310452;;Warning;WO449233;16542.32
2026/07/02;ENG-061;84;2026-01-04 12:00:00;642.2300;1584.9700;1396.8100;553.7300;2388.0900;9070.1300;47.4200;522.1300;2388.0400;8148.8800;8.4336;393.0000;0.043802;-0.760465;0.002342;Healthy;WO599467;
02-Jul-2026;ENG-055;64;2026-01-03 16:00:00;641.7600;1583.5500;1401.1600;554.3800;2388.0900;9055.4800;47.3300;522.0700;2388.0500;8133.8000;8.4027;391.0000;0.018223;-0.992450;0.001777;Healthy;WO439762;291.08
02-Jul-2026;  ENG-076 ;85;2026-01-04 13:00:00;642.2100;1584.7900;1409.1800;553.9200;2388.0100;9060.3700;47.2000;521.7100;2388.0500;8138.9100;8.3989;392.0000;0.018304;-0.833876;0.001505;Healthy;WO800427;428.19
2026-07-02;ENG-078;45;2026-01-02 21:00:00;642.1100;1578.8400;1400.8700;554.6800;2388.0100;9060.5800;47.0400;522.7900;2388.0200;8143.6500;8.3980;391.0000;0.033457;-1.247864;0.001656;Healthy;WO237342;2669.92
02-Jul-2026;ENG-019;76;2026-01-04 04:00:00;642.4500;1590.1100;1404.8900;554.1900;2388.0500;9061.6700;47.5100;522.2800;2388.0200;8137.2000;8.4160;392.0000;0.019069;-2.670126;0.004632;Healthy;WO246032;1455.99
2026/07/02;eng-039;17;2026-01-01 17:00:00;642.1700;1583.7100;1402.3800;554.4000;2388.0200;9060.3500;47.1700;521.9400;2388.0300;8142.3300;8.4244;392.0000;0.025181;-0.982727;0.001691;Healthy;WO343943;531.71
2026-07-02;ENG-024;86;2026-01-04 14:00:00;642.5700;1581.3300;1392.9200;554.5700;2388.0200;9075.9100;47.2200;522.8000;2387.9800;8157.3400;8.4124;394.0000;0.067967;-1.072866;0.001092;healthy;WO777971;918.20
2026-07-02;eng-019;90;2026-01-04 18:00:00;642.0000;1579.2600;1397.9600;554.4600;2388.0500;9060.7100;47.1600;521.8600;2388.0200;8136.7000;8.4179;392.0000;0.009146;-0.954322;0.003069;Healthy;WO697562;241.17
2026-07-02;ENG-040;80;2026-01-04 08:00:00;642.6400;1591.1900;1409.6200;552.9800;2388.1100;9061.4700;47.7600;521.5400;2388.1300;8139.9200;8.4609;393.0000;0.051268;0.242311;0.003085;Healthy;WO627349;1195.80
02-Jul-2026;ENG-023;81;2026-01-04 09:00:00;642.0200;1580.0100;1398.1700;554.1900;2388.0400;9054.3500;47.1800;522.4600;2388.0300;8138.2900;8.4022;393.0000;0.028013;-1.081069;0.002211;Healthy;WO173635;703.03
2026-07-02;ENG-093;121;2026-01-06 01:00:00;643.0100;1589.2500;1413.6100;553.4200;2388.1300;9061.7500;47.5700;521.2200;2388.1400;8144.8700;8.4444;393.0000;0.022383;0.329599;0.004449;Healthy;WO615765;813.17
2026-07-02;ENG-020;96;2026-01-05 00:00:00;642.1000;1588.8100;1406.1300;553.8800;2388.0800;9062.7200;47.4800;522.3500;2388.0700;8143.0800;8.4057;393.0000;0.052082;-0.557164;;Healthy;WO889238;1937.39
02-Jul-2026;ENG-019;79;2026-01-04 07:00:00;642.2200;1581.0700;1397.9000;554.2200;2388.0600;9057.8900;47.1800;522.5200;2388.0400;8141.2000;8.3665;392.0000;0.020793;-1.067585;0.002128;Healthy;WO978387;2,507.63
02-Jul-2026;ENG-049;111;2026-01-05 15:00:00;642.0800;1585.6200;1399.3600;554.7200;2388.0200;9056.3500;47.2600;522.3600;2388.0100;8141.5300;8.3578;390.0000;0.039428;-1.201533;0.000913;Healthy;WO575091;652.88
02-Jul-2026;  ENG-092 ;58;2026-01-03 10:00:00;642.8000;1593.3300;1409.3200;553.0200;2388.1400;9043.6900;47.7000;521.5500;2388.1600;8118.5700;8.4775;394.0000;-0.039156;0.369880;0.006813;Healthy;WO987879;226.63
2026/07/02;ENG-071;45;2026-01-02 21:00:00;642.6200;1587.7100;1407.4900;554.0100;2388.0200;9066.3300;47.3000;522.2400;2388.0400;8144.0800;8.3878;392.0000;0.026678;-0.786890;;healthy;WO384071;1056.52
02-Jul-2026;ENG-065;40;2026-01-02 16:00:00;641.9700;1576.6400;1401.8500;554.9300;2387.9400;9069.4700;47.1700;523.0500;2388.0400;8148.7200;8.3805;390.0000;0.052962;-1.382506;0.009778;Healthy;WO395020;2064.80
2026/07/02;eng-058;98;2026-01-05 02:00:00;642.0600;1591.4500;1408.2800;553.8700;2388.1200;9053.2000;47.3900;522.0200;2388.0300;8129.7400;8.4272;392.0000;0.037078;-0.396698;0.001642;healthy;WO816178;
2026/07/02;ENG-052;124;2026-01-06 04:00:00;642.5800;1578.0500;1395.4600;554.5500;2387.9900;9057.4400;47.4400;522.9200;2388.0300;8145.8200;8.4339;390.0000;0.068498;-1.149998;0.001292;healthy;WO458939;1438.61
02-Jul-2026;ENG-013;115;2026-01-05 19:00:00;642.8800;1584.9700;1405.2900;554.8000;2387.9800;9059.7300;47.3600;521.6600;2388.0300;8150.2900;8.3926;393.0000;0.035728;-0.695560;0.001370;Healthy;WO806292;1,283.28
2026/07/02;ENG-076;76;2026-01-04 04:00:00;642.3400;1587.2100;1400.0900;554.4900;2388.0100;9056.7300;47.2800;522.1000;2387.9700;8143.9000;8.4222;392.0000;0.046867;-1.013741;0.002466;Healthy;WO290852;2253.77
2026-07-02;  ENG-076 ;119;2026-01-05 23:00:00;641.9800;1587.2400;1406.5200;554.3300;2388.0700;9066.1600;47.2200;521.9600;2388.0500;8145.0200;8.3891;392.0000;0.013166;-0.854165;0.001953;Healthy;WO661295;2,877.87
