ExportDate;EquipmentID;Timestamp;Sensor_2;Sensor_3;Sensor_4;Sensor_7;Sensor_11;HealthScore;AnomalyFlag;WorkOrder;MaintenanceCost
01-Jul-2026;eng-004;2026-07-01 11:42:00;553.675;510.322;511.817;529.534;555.914;0.775;0;WO949884;2097.24
2026-07-01;eng-001;2026-07-01 11:49:00;496.134;545.777;484.322;496.558;515.843;0.568;0;WO677599;527.80
2026/07/01;ENG-005;2026-07-01 06:05:00;511.873;463.368;535.040;526.571;451.237;0.715;0;WO705397;1,405.30
01-Jul-2026;ENG-002;2026-07-01 16:01:00;537.351;481.832;491.236;493.903;488.339;0.639;0;WO640828;2174.85
2026-07-01;ENG-003;2026-07-01 15:27:00;578.145;551.366;529.265;492.260;489.499;0.946;0;WO861253;858.36
01-Jul-2026;ENG-002;2026-07-01 11:04:00;510.824;530.801;450.905;505.595;478.967;0.664;0;WO970068;712.39
01-Jul-2026;ENG-002;2026-07-01 15:00:00;540.248;473.767;502.545;461.695;534.225;0.642;0;WO529008;208.15
2026-07-01;  ENG-001 ;2026-07-01 11:01:00;566.246;410.602;537.048;507.658;543.139;0.653;0;WO127965;854.73
2026-07-01;ENG-003;2026-07-01 07:18:00;468.625;580.667;514.131;496.287;552.600;0.605;0;WO140115;2944.39
01-Jul-2026;ENG-004;2026-07-01 07:15:00;443.069;534.736;426.823;509.948;557.910;0.967;0;WO392136;706.18
2026-07-01;ENG-002;2026-07-01 06:55:00;494.580;407.509;486.669;517.995;560.881;0.675;0;WO515011;291.85
01-Jul-2026;ENG-002;2026-07-01 08:31:00;550.587;472.410;481.549;507.278;562.248;0.735;0;WO576086;511.77
2026-07-01;ENG-003;2026-07-01 11:26:00;477.834;381.751;555.094;514.118;530.227;0.914;0;WO443848;2,413.39
2026/07/01;ENG-002;2026-07-01 06:33:00;535.879;562.685;502.834;513.932;505.402;;0;WO446479;1,785.51
01-Jul-2026;ENG-002;2026-07-01 14:03:00;578.161;553.984;472.134;490.504;549.152;0.807;0;WO288066;2,668.29
01-Jul-2026;ENG-001;2026-07-01 09:00:00;480.312;499.133;457.334;546.190;532.874;0.623;0;WO565230;2,068.98
01-Jul-2026;ENG-001;2026-07-01 09:29:00;547.923;558.671;480.684;448.468;486.702;1.000;0;WO535037;450.21
01-Jul-2026;ENG-005;2026-07-01 08:39:00;495.737;502.043;475.258;457.084;494.862;0.689;0;WO713762;2306.04
2026-07-01;  ENG-003 ;2026-07-01 11:59:00;444.484;538.507;467.733;478.690;473.603;0.541;0;WO946567;1,278.93
2026/07/01;ENG-004;2026-07-01 14:31:00;526.067;503.812;484.789;545.615;497.332;0.818;0;WO631221;795.41
2026-07-01;  ENG-005 ;2026-07-01 10:06:00;506.691;537.718;521.227;451.440;525.123;0.771;0;WO326040;514.36
01-Jul-2026;ENG-003;2026-07-01 12:32:00;541.658;569.364;479.663;491.716;531.886;0.915;0;WO463188;1170.10
2026-07-01;eng-001;2026-07-01 13:54:00;540.231;508.619;543.289;552.939;521.133;0.425;1;WO606676;6,400.69
2026-07-01;ENG-001;2026-07-01 09:56:00;489.313;525.859;537.913;521.310;469.587;0.959;0;WO220465;1087.36
2026-07-01;ENG-001;2026-07-01 15:09:00;549.750;561.567;516.474;383.998;465.226;0.695;0;WO970392;2,973.14
2026-07-01;ENG-005;2026-07-01 06:09:00;476.311;506.721;534.773;501.558;486.518;0.706;0;WO944151;1,169.39
2026/07/01;ENG-003;2026-07-01 13:01:00;481.445;538.596;497.289;473.724;415.644;0.625;0;WO940952;444.03
2026-07-01;ENG-003;2026-07-01 08:46:00;422.270;564.361;501.037;527.520;455.077;0.770;0;WO255813;1052.63
2026-07-01;ENG-004;2026-07-01 11:31:00;537.525;414.755;613.448;482.803;610.576;0.818;0;WO178686;1369.03
2026/07/01;eng-001;2026-07-01 13:42:00;559.460;504.715;435.962;457.385;483.483;0.689;0;WO449138;1828.62
2026/07/01;ENG-003;2026-07-01 12:40:00;481.971;523.229;496.755;452.743;432.406;0.703;0;WO782139;2323.76
01-Jul-2026;ENG-002;2026-07-01 13:44:00;495.283;479.096;441.211;476.437;517.893;0.807;0;WO396809;2998.74
2026-07-01;ENG-002;2026-07-01 08:19:00;561.154;467.762;494.969;521.209;515.517;0.826;0;WO288158;865.67
2026/07/01;ENG-005;2026-07-01 07:12:00;516.749;507.523;529.359;555.597;541.904;0.776;0;WO526117;959.36
2026-07-01;ENG-004;2026-07-01 08:41:00;443.959;545.579;516.152;466.280;467.268;0.942;0;WO154118;53.40
2026/07/01;eng-003;2026-07-01 10:19:00;581.140;516.062;521.099;445.916;459.446;0.451;0;WO285751;1954.06
01-Jul-2026;ENG-002;2026-07-01 08:30:00;461.372;534.081;497.863;460.249;462.185;0.748;0;WO899787;2,730.09
2026-07-01;ENG-005;2026-07-01 13:37:00;502.947;438.974;490.545;471.681;518.409;0.238;1;WO664058;23586.39
2026/07/01;ENG-004;2026-07-01 13:53:00;515.833;411.018;506.544;444.679;485.001;0.436;1;WO135466;9,322.66
2026/07/01;ENG-005;2026-07-01 12:49:00;505.225;462.006;448.873;536.130;503.206;0.605;0;WO807160;382.31
2026-07-01;ENG-001;2026-07-01 10:35:00;485.914;481.756;486.266;551.471;528.932;0.554;0;WO425301;793.39
2026/07/01;ENG-001;2026-07-01 11:22:00;473.954;489.846;517.952;443.295;561.911;0.722;0;WO505426;1,103.07
01-Jul-2026;eng-003;2026-07-01 14:39:00;490.928;498.989;448.897;489.208;473.869;0.907;0;WO585556;81.12
2026/07/01;ENG-002;2026-07-01 09:41:00;462.164;473.451;481.717;617.850;488.133;0.438;1;WO937302;6438.57
2026-07-01;eng-004;2026-07-01 15:48:00;484.163;514.042;508.138;595.160;448.403;0.698;0;WO442622;1632.87
2026/07/01;ENG-004;2026-07-01 13:08:00;518.096;487.252;504.546;528.002;530.559;0.811;0;WO685941;1770.29
2026/07/01;ENG-003;2026-07-01 06:15:00;636.073;514.808;482.351;532.382;551.014;0.840;0;WO503457;1553.10
2026/07/01;eng-002;2026-07-01 15:57:00;497.136;461.309;506.937;554.352;574.893;0.719;0;WO679720;2583.13
2026-07-01;  ENG-005 ;2026-07-01 12:08:00;460.721;516.741;513.412;496.534;538.015;0.914;0;WO147440;1438.23
2026-07-01;ENG-005;2026-07-01 13:37:00;502.947;438.974;490.545;471.681;518.409;0.238;1;WO664058;23586.39
01-Jul-2026;ENG-002;2026-07-01 13:40:00;416.634;519.859;522.268;516.676;555.239;0.857;0;WO988283;1709.04
01-Jul-2026;ENG-001;2026-07-01 10:13:00;503.220;506.377;550.766;481.580;467.446;1.000;0;WO878086;
2026/07/01;ENG-001;2026-07-01 14:27:00;488.944;405.943;469.374;439.022;514.996;0.829;0;WO405482;2,991.93
2026-07-01;ENG-004;2026-07-01 07:42:00;455.922;436.484;520.607;517.251;472.766;0.830;0;WO608136;2,696.76
2026-07-01;ENG-002;2026-07-01 11:48:00;490.095;552.037;554.265;449.490;483.130;0.974;0;WO235300;1377.42
2026-07-01;ENG-002;2026-07-01 13:18:00;469.607;577.322;579.637;534.144;442.117;0.625;0;WO585494;576.50
2026-07-01;eng-001;2026-07-01 06:50:00;514.108;515.853;496.012;521.104;549.470;0.915;0;WO346629;2762.19
01-Jul-2026;ENG-005;2026-07-01 06:11:00;475.624;486.151;482.635;542.268;550.853;0.832;0;WO883300;1983.54
01-Jul-2026;ENG-001;2026-07-01 15:56:00;608.318;469.968;536.245;465.034;484.374;0.680;0;WO207903;1901.22
2026/07/01;ENG-005;2026-07-01 14:06:00;463.161;463.093;557.680;538.607;488.747;0.715;0;WO131064;338.17
2026-07-01;ENG-003;2026-07-01 07:07:00;443.547;485.889;450.658;573.515;562.289;0.754;0;WO256294;822.77
2026-07-01;ENG-001;2026-07-01 10:49:00;430.414;539.535;564.286;509.621;427.849;0.527;0;WO558933;
2026-07-01;ENG-005;2026-07-01 11:14:00;497.625;491.901;499.612;508.350;491.473;0.787;0;WO491435;1,601.88
2026-07-01;eng-005;2026-07-01 08:34:00;420.959;518.637;525.311;508.789;510.933;0.498;0;WO723948;1304.16
2026/07/01;ENG-004;2026-07-01 13:53:00;515.833;411.018;506.544;444.679;485.001;0.436;1;WO135466;9,322.66
01-Jul-2026;ENG-002;2026-07-01 08:45:00;500.648;455.051;504.963;478.460;505.997;0.434;1;WO728492;13114.70
2026-07-01;ENG-003;2026-07-01 06:47:00;468.751;550.935;498.535;495.425;477.257;1.000;0;WO161324;891.49
01-Jul-2026;ENG-003;2026-07-01 06:07:00;492.707;474.921;471.305;481.201;519.973;1.000;0;WO816751;2606.13
01-Jul-2026;  ENG-004 ;2026-07-01 07:37:00;509.398;451.978;510.847;467.419;487.354;0.850;0;WO564071;2552.59
01-Jul-2026;ENG-002;2026-07-01 07:52:00;502.360;482.466;463.254;522.844;538.653;0.577;0;WO752483;1482.64
2026-07-01;eng-004;2026-07-01 07:21:00;470.371;541.159;511.786;428.068;490.949;0.551;0;WO877991;1,186.33
2026/07/01;ENG-004;2026-07-01 15:04:00;544.816;492.273;549.077;521.741;538.514;0.835;0;WO903124;2397.85
01-Jul-2026;ENG-004;2026-07-01 07:15:00;443.069;534.736;426.823;509.948;557.910;0.967;0;WO392136;706.18
01-Jul-2026;ENG-005;2026-07-01 14:24:00;491.288;484.128;559.561;447.693;502.959;0.834;0;WO494322;976.84
2026-07-01;ENG-002;2026-07-01 13:13:00;432.326;440.611;559.793;415.357;528.365;0.756;0;WO184148;2936.08
01-Jul-2026;eng-004;2026-07-01 13:23:00;472.982;548.234;451.892;557.571;511.816;0.780;0;WO116405;1,071.17
2026/07/01;ENG-004;2026-07-01 15:10:00;579.380;505.979;572.735;468.359;480.494;0.691;0;WO763508;306.60
2026-07-01;ENG-003;2026-07-01 11:15:00;558.433;494.030;510.463;429.735;479.100;0.735;0;WO916990;355.81
2026-07-01;  ENG-003 ;2026-07-01 06:20:00;485.645;549.965;455.831;504.253;463.773;1.000;0;WO265840;83.87
01-Jul-2026;ENG-003;2026-07-01 08:14:00;467.087;499.085;464.160;490.718;469.587;0.631;0;WO226516;1,682.75
01-Jul-2026;ENG-004;2026-07-01 14:21:00;521.232;441.984;554.556;460.507;515.573;0.840;0;WO782661;2,849.03
2026/07/01;ENG-001;2026-07-01 09:47:00;479.137;466.193;462.575;441.154;615.160;0.848;0;WO575755;487.58
2026-07-01;ENG-002;2026-07-01 06:37:00;484.352;515.670;429.099;506.606;516.811;0.440;1;WO544154;22153.67
2026-07-01;eng-003;2026-07-01 12:43:00;430.666;494.463;422.236;587.765;520.953;0.481;0;WO978292;313.91
2026-07-01;  ENG-004 ;2026-07-01 11:13:00;529.277;470.367;497.128;526.262;533.239;1.000;0;WO352249;1,524.50
2026/07/01;eng-001;2026-07-01 15:16:00;496.208;481.959;427.087;504.327;440.083;1.000;0;WO705474;424.32
2026-07-01;  ENG-002 ;2026-07-01 09:06:00;556.658;528.967;418.956;489.695;478.928;0.749;0;WO462351;1,405.73
01-Jul-2026;ENG-004;2026-07-01 14:57:00;465.756;524.400;442.364;483.779;552.792;0.537;0;WO240454;1,076.38
01-Jul-2026;eng-001;2026-07-01 08:00:00;512.337;591.258;541.979;509.724;502.513;0.426;1;WO979995;
2026/07/01;ENG-001;2026-07-01 16:07:00;609.783;520.284;525.278;527.929;507.905;0.863;0;WO533121;1,288.46
2026-07-01;ENG-004;2026-07-01 08:44:00;468.648;501.578;523.436;451.857;484.076;0.872;0;WO982277;135.16
2026/07/01;ENG-005;2026-07-01 06:32:00;542.190;502.025;438.825;490.688;460.725;0.832;0;WO491559;1839.45
01-Jul-2026;  ENG-002 ;2026-07-01 14:01:00;479.144;542.896;488.784;502.638;561.777;0.620;0;WO968286;1095.60
2026/07/01;ENG-005;2026-07-01 09:48:00;472.632;518.861;464.333;495.576;465.654;0.697;0;WO367271;1,382.09
01-Jul-2026;  ENG-005 ;2026-07-01 08:04:00;463.831;496.169;494.894;459.303;522.354;0.754;0;WO479781;1313.72
2026/07/01;eng-002;2026-07-01 07:14:00;489.129;562.141;468.085;449.375;531.368;1.000;0;WO360222;2650.18
2026-07-01;ENG-004;2026-07-01 15:21:00;453.656;573.172;485.148;464.698;501.173;0.536;0;WO673896;2557.81
01-Jul-2026;ENG-005;2026-07-01 09:20:00;499.640;477.372;577.630;515.026;457.623;0.576;0;WO890785;535.41
2026/07/01;  ENG-003 ;2026-07-01 12:01:00;520.424;490.154;538.135;477.380;479.962;0.725;0;WO267457;1376.31
2026-07-01;ENG-001;2026-07-01 09:52:00;509.164;519.300;452.794;456.028;473.446;0.784;0;WO228168;1324.04
01-Jul-2026;  ENG-001 ;2026-07-01 15:32:00;481.540;509.827;433.817;584.353;593.462;0.710;0;WO656278;974.39
2026/07/01;ENG-004;2026-07-01 08:40:00;529.409;488.569;469.060;569.010;475.250;0.626;0;WO576919;2,026.89
2026-07-01;eng-002;2026-07-01 10:32:00;381.571;477.247;523.375;469.455;519.717;0.575;0;WO927564;1,596.00
2026-07-01;ENG-005;2026-07-01 13:03:00;488.173;516.936;490.304;541.031;423.984;0.772;0;WO662728;1,367.91
2026-07-01;ENG-004;2026-07-01 07:32:00;528.874;481.742;513.326;467.720;421.900;0.502;0;WO211764;623.58
01-Jul-2026;  ENG-002 ;2026-07-01 11:19:00;486.623;521.201;567.539;526.244;477.093;0.744;0;WO517568;2339.76
2026-07-01;ENG-004;2026-07-01 07:47:00;470.174;537.219;501.379;501.712;421.627;0.917;0;WO539375;2101.79
01-Jul-2026;ENG-002;2026-07-01 12:04:00;453.181;482.625;500.287;465.361;527.487;0.737;0;WO711680;1,568.44
2026/07/01;ENG-004;2026-07-01 16:02:00;448.586;526.739;501.340;468.652;486.712;0.927;0;WO586462;966.56
01-Jul-2026;ENG-004;2026-07-01 08:09:00;544.686;464.557;501.268;462.667;502.926;0.728;0;WO393243;1850.48
2026/07/01;  ENG-004 ;2026-07-01 15:44:00;545.374;528.427;512.842;513.688;503.499;0.539;0;WO631219;2300.04
01-Jul-2026;ENG-005;2026-07-01 08:03:00;505.557;496.532;484.479;479.515;447.672;0.874;0;WO910004;2048.17
2026-07-01;ENG-001;2026-07-01 07:25:00;471.561;493.614;466.803;485.084;538.174;1.000;0;WO410016;1,888.31
2026/07/01;ENG-003;2026-07-01 13:47:00;547.844;488.317;433.276;488.487;524.373;0.704;0;WO147936;1,516.97
2026-07-01;ENG-004;2026-07-01 07:47:00;470.174;537.219;501.379;501.712;421.627;0.917;0;WO539375;2101.79
01-Jul-2026;ENG-004;2026-07-01 08:37:00;543.034;483.631;500.638;541.219;510.545;0.915;0;WO362529;
2026-07-01;ENG-004;2026-07-01 07:01:00;446.062;474.895;455.752;517.013;492.222;0.861;0;WO377312;1,854.45
2026-07-01;ENG-002;2026-07-01 08:53:00;500.322;562.388;545.546;571.182;551.520;;0;WO251157;1531.76
2026/07/01;ENG-005;2026-07-01 09:25:00;465.853;470.531;466.403;482.481;444.813;0.893;0;WO147549;2,750.00
2026-07-01;eng-005;2026-07-01 11:54:00;531.713;465.343;446.338;439.270;452.808;0.935;0;WO965322;1,795.83
2026/07/01;ENG-002;2026-07-01 10:01:00;462.278;517.275;496.908;461.850;492.603;0.879;0;WO265055;1232.31
2026-07-01;ENG-001;2026-07-01 10:10:00;558.949;521.259;613.450;525.465;509.129;0.664;0;WO904624;1,485.57
2026-07-01;ENG-002;2026-07-01 15:37:00;557.532;445.785;456.514;471.639;427.738;0.724;0;WO416302;782.09
2026-07-01;ENG-002;2026-07-01 15:12:00;451.148;472.133;555.854;492.282;530.592;0.800;0;WO812296;1,620.23
2026/07/01;ENG-004;2026-07-01 11:08:00;442.352;438.531;480.537;480.874;496.628;0.427;1;WO415779;1,259.89
2026-07-01;ENG-005;2026-07-01 10:00:00;488.233;454.627;462.944;496.628;490.909;1.000;0;WO899444;1,860.04
01-Jul-2026;  ENG-001 ;2026-07-01 09:17:00;467.106;485.972;515.939;529.996;480.865;0.933;0;WO310548;961.35
01-Jul-2026;  ENG-002 ;2026-07-01 09:42:00;506.589;497.992;520.729;482.725;509.362;1.000;0;WO570050;751.90
2026-07-01;ENG-001;2026-07-01 08:55:00;520.107;531.252;517.262;477.393;456.071;0.254;1;WO757246;8993.18
2026/07/01;  ENG-003 ;2026-07-01 07:43:00;536.016;507.230;561.127;496.059;485.968;0.736;0;WO668969;2,684.43
01-Jul-2026;ENG-002;2026-07-01 14:44:00;507.379;564.750;538.764;495.395;463.270;0.697;0;WO922366;358.42
01-Jul-2026;ENG-003;2026-07-01 11:45:00;451.076;478.231;411.030;453.912;445.900;0.663;0;WO227257;906.57
